sample_id,true_label,true_class_name,text_prediction,text_class_name,text_confidence,text_correct,image_prediction,image_class_name,image_confidence,image_correct,fused_prediction,fused_class_name,fused_confidence,fused_correct,fusion_strategy,agreement_text_image,best_individual,fusion_improved
8634,1140,TV,1140,TV,0.6596409221361972,True,1140,TV,0.95303875,True,4,Unknown_4,0.7770000660342513,False,weighted,True,image,False
8635,1940,Instrument musique,1940,Instrument musique,0.9995934222990415,True,1940,Instrument musique,0.83455193,True,15,Unknown_15,0.9335768434318388,False,weighted,True,text,False
8636,2582,Matériel & accessoires,2582,Matériel & accessoires,0.9547518739533202,True,2582,Matériel & accessoires,0.81163514,True,22,Unknown_22,0.8975051968951091,False,weighted,True,text,False
8637,40,DVD & Films,40,DVD & Films,0.8992165814012527,True,50,Jouets & Jeux,0.6237408,False,1,Unknown_1,0.547546404759302,False,weighted,False,text,False
8638,1140,TV,1140,TV,0.7753981579734867,True,1140,TV,0.6800635,True,4,Unknown_4,0.7372643011447182,False,weighted,True,text,False
8639,1560,Photos,1560,Photos,0.9605201502612454,True,2060,Articles soins,0.522034,False,13,Unknown_13,0.6307182674092783,False,weighted,False,text,False
8640,1560,Photos,1560,Photos,0.7988415004426085,True,2060,Articles soins,0.37622154,False,13,Unknown_13,0.5308025161393787,False,weighted,False,text,False
8641,40,DVD & Films,10,Livres,0.37858466532780427,False,40,DVD & Films,0.22568865,True,0,Unknown_0,0.2939821122703177,False,weighted,False,text,False
8642,2522,Équipement bébé,2522,Équipement bébé,0.9937873220597726,True,2522,Équipement bébé,0.9845889,True,21,Unknown_21,0.9901079676243676,False,weighted,True,text,False
8643,2582,Matériel & accessoires,2582,Matériel & accessoires,0.6593676900650726,True,2582,Matériel & accessoires,0.6755293,True,22,Unknown_22,0.6658323404661217,False,weighted,True,image,False
8644,2060,Articles soins,2060,Articles soins,0.941366315971752,True,2060,Articles soins,0.24562046,True,16,Unknown_16,0.6630679733103156,False,weighted,True,text,False
8645,2060,Articles soins,1560,Photos,0.5710569122765548,False,2583,Articles sport,0.2728111,False,13,Unknown_13,0.36097229864204444,False,weighted,False,text,False
8646,1920,Musique amplifiée,1920,Musique amplifiée,0.9983056704075959,True,1920,Musique amplifiée,0.99873906,True,14,Unknown_14,0.9984790337009326,False,weighted,True,image,False
8647,2582,Matériel & accessoires,2582,Matériel & accessoires,0.9614218386040039,True,2582,Matériel & accessoires,0.82744694,True,22,Unknown_22,0.9078318841472809,False,weighted,True,text,False
8648,40,DVD & Films,40,DVD & Films,0.933749343351515,True,40,DVD & Films,0.8775948,True,1,Unknown_1,0.9112875553345632,False,weighted,True,text,False
8649,1320,CD,1320,CD,0.5914986584531052,True,1320,CD,0.9270948,True,12,Unknown_12,0.7257371219364872,False,weighted,True,image,False
8650,2522,Équipement bébé,2522,Équipement bébé,0.991625532531095,True,2522,Équipement bébé,0.8361753,True,21,Unknown_21,0.929445442571254,False,weighted,True,text,False
8651,1320,CD,1320,CD,0.9924139919129049,True,1320,CD,0.98471075,True,12,Unknown_12,0.9893326963333509,False,weighted,True,text,False
8652,10,Livres,10,Livres,0.6414616170285348,True,10,Livres,0.5928002,True,0,Unknown_0,0.6219970472310903,False,weighted,True,text,False
8653,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.7562139443473058,True,1300,Jeux vidéo ancien,0.85007316,True,9,Unknown_9,0.7937576360652469,False,weighted,True,image,False
8654,10,Livres,2705,Accessoires console,0.5045247568880837,False,10,Livres,0.30758095,True,0,Unknown_0,0.32249994895811446,False,weighted,False,text,False
8655,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.7829165543852871,True,10,Livres,0.58021474,False,19,Unknown_19,0.6201959154450074,False,weighted,False,text,False
8656,1160,Électroménager,1160,Électroménager,0.9997711361385769,True,1160,Électroménager,0.99231005,True,5,Unknown_5,0.9967867005430094,False,weighted,True,text,False
8657,1140,TV,1140,TV,0.3305431827960142,True,2522,Équipement bébé,0.1792367,False,4,Unknown_4,0.23227281496272853,False,weighted,False,text,False
8658,2060,Articles soins,1320,CD,0.3243257483095269,False,2403,Livres en langues étrangères,0.47228265,False,19,Unknown_19,0.2182994057837465,False,weighted,False,image,False
8659,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.9907173752208545,True,2403,Livres en langues étrangères,0.9393089,True,19,Unknown_19,0.9701539957177635,False,weighted,True,text,False
8660,2583,Articles sport,2583,Articles sport,0.9999850089675754,True,2583,Articles sport,0.7400023,True,23,Unknown_23,0.8959919330672365,False,weighted,True,text,False
8661,1160,Électroménager,1160,Électroménager,0.9999817798576416,True,1160,Électroménager,0.9284447,True,5,Unknown_5,0.9713669532562292,False,weighted,True,text,False
8662,1560,Photos,1560,Photos,0.8537399878155765,True,2583,Articles sport,0.78322697,False,13,Unknown_13,0.5197414220714018,False,weighted,False,text,False
8663,2522,Équipement bébé,2060,Articles soins,0.3160602542851263,False,2522,Équipement bébé,0.5309003,True,21,Unknown_21,0.3726059606114689,False,weighted,False,image,False
8664,1280,Accessoires téléphones,1280,Accessoires téléphones,0.9132308749068982,True,2582,Matériel & accessoires,0.33171973,False,7,Unknown_7,0.5770421896254544,False,weighted,False,text,False
8665,2583,Articles sport,2583,Articles sport,0.999999009276288,True,2583,Articles sport,0.9989255,True,23,Unknown_23,0.9995696024327619,False,weighted,True,text,False
8666,2060,Articles soins,2060,Articles soins,0.9795554696881508,True,2060,Articles soins,0.8065691,True,16,Unknown_16,0.9103609156229338,False,weighted,True,text,False
8667,40,DVD & Films,40,DVD & Films,0.9959598966347422,True,40,DVD & Films,0.91941357,True,1,Unknown_1,0.9653413646165875,False,weighted,True,text,False
8668,2583,Articles sport,2583,Articles sport,0.9994304232734539,True,2583,Articles sport,0.96534884,True,23,Unknown_23,0.9857977958284675,False,weighted,True,text,False
8669,2585,Sports & Loisirs,2585,Sports & Loisirs,0.9968412529280124,True,2585,Sports & Loisirs,0.99388874,True,24,Unknown_24,0.9956602520257436,False,weighted,True,text,False
8670,1560,Photos,1560,Photos,0.4901024807664432,True,2582,Matériel & accessoires,0.32277897,False,13,Unknown_13,0.339082955370705,False,weighted,False,text,False
8671,2705,Accessoires console,2705,Accessoires console,0.587367489128603,True,2705,Accessoires console,0.94909483,True,25,Unknown_25,0.7320584202941021,False,weighted,True,image,False
8672,1280,Accessoires téléphones,1280,Accessoires téléphones,0.9812611706981289,True,1280,Accessoires téléphones,0.6008414,True,7,Unknown_7,0.8290932695823447,False,weighted,True,text,False
8673,10,Livres,10,Livres,0.28730559028631175,True,1320,CD,0.73245513,False,12,Unknown_12,0.3145330107319347,False,weighted,False,image,False
8674,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9911963081721026,True,1300,Jeux vidéo ancien,0.43474302,True,9,Unknown_9,0.7686149916865562,False,weighted,True,text,False
8675,1940,Instrument musique,1940,Instrument musique,0.9999893323492416,True,1940,Instrument musique,0.967699,True,15,Unknown_15,0.9870731959290151,False,weighted,True,text,False
8676,2280,Jeux vidéo,2280,Jeux vidéo,0.9733920071360563,True,2280,Jeux vidéo,0.98076296,True,18,Unknown_18,0.9763403996132073,False,weighted,True,image,False
8677,1280,Accessoires téléphones,1302,Jeux vidéo rétro,0.9701834594212573,False,1280,Accessoires téléphones,0.48025256,True,11,Unknown_11,0.6828584879638314,False,weighted,False,text,False
8678,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.9998117134723581,True,2403,Livres en langues étrangères,0.950344,True,19,Unknown_19,0.9800246504398297,False,weighted,True,text,False
8679,1281,Téléphonie fixe,1281,Téléphonie fixe,0.8915697207429849,True,1302,Jeux vidéo rétro,0.29702702,False,8,Unknown_8,0.5596663289742972,False,weighted,False,text,False
8680,2522,Équipement bébé,2522,Équipement bébé,0.9863339934745056,True,2522,Équipement bébé,0.99805224,True,21,Unknown_21,0.9910213097333087,False,weighted,True,image,False
8681,1320,CD,1320,CD,0.8910945975024058,True,1320,CD,0.92875695,True,12,Unknown_12,0.9061595453762146,False,weighted,True,image,False
8682,2582,Matériel & accessoires,2582,Matériel & accessoires,0.9726927802628816,True,2582,Matériel & accessoires,0.9982376,True,22,Unknown_22,0.9829107299844348,False,weighted,True,image,False
8683,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.4397826825161909,True,2403,Livres en langues étrangères,0.6850588,True,19,Unknown_19,0.5378931125748239,False,weighted,True,image,False
8684,40,DVD & Films,40,DVD & Films,0.9740352756287232,True,40,DVD & Films,0.98431075,True,1,Unknown_1,0.9781454578939422,False,weighted,True,image,False
8685,2060,Articles soins,2060,Articles soins,0.9573030767538241,True,2585,Sports & Loisirs,0.29371864,False,16,Unknown_16,0.6149720578013713,False,weighted,False,text,False
8686,10,Livres,10,Livres,0.7593286009934294,True,10,Livres,0.9962084,True,0,Unknown_0,0.8540805263702123,False,weighted,True,image,False
8687,1280,Accessoires téléphones,1280,Accessoires téléphones,0.8811571629521711,True,1280,Accessoires téléphones,0.37947613,True,7,Unknown_7,0.6804847527550139,False,weighted,True,text,False
8688,1160,Électroménager,1160,Électroménager,0.9817605069686896,True,10,Livres,0.32095855,False,5,Unknown_5,0.6733767525201991,False,weighted,False,text,False
8689,1160,Électroménager,1160,Électroménager,0.983899896059675,True,1160,Électroménager,0.99848795,True,5,Unknown_5,0.9897351352657335,False,weighted,True,image,False
8690,2583,Articles sport,2583,Articles sport,0.8499545858442906,True,2583,Articles sport,0.98621166,True,23,Unknown_23,0.9044574204766824,False,weighted,True,image,False
8691,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.98597987849117,True,1300,Jeux vidéo ancien,0.98897904,True,9,Unknown_9,0.9871795437252562,False,weighted,True,image,False
8692,1560,Photos,1560,Photos,0.6592696939570291,True,2585,Sports & Loisirs,0.23776072,False,13,Unknown_13,0.43840364945903915,False,weighted,False,text,False
8693,1320,CD,1320,CD,0.9955430407279571,True,1320,CD,0.34263667,True,12,Unknown_12,0.7343804913135671,False,weighted,True,text,False
8694,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.791542941573285,True,1302,Jeux vidéo rétro,0.420319,True,11,Unknown_11,0.6430533613222974,False,weighted,True,text,False
8695,1180,Décoration,10,Livres,0.43374360738542467,False,1160,Électroménager,0.5704936,False,0,Unknown_0,0.2933177568813967,False,weighted,False,image,False
8696,1920,Musique amplifiée,1920,Musique amplifiée,0.9733647933723598,True,1920,Musique amplifiée,0.99632496,True,14,Unknown_14,0.9825488526297849,False,weighted,True,image,False
8697,2280,Jeux vidéo,40,DVD & Films,0.4411441283011031,False,2060,Articles soins,0.69069624,False,1,Unknown_1,0.29191699119410464,False,weighted,False,image,False
8698,1140,TV,1140,TV,0.9864180306619021,True,1140,TV,0.6714145,True,4,Unknown_4,0.8604166221633919,False,weighted,True,text,False
8699,50,Jouets & Jeux,50,Jouets & Jeux,0.8666035998303944,True,1281,Téléphonie fixe,0.34790805,False,2,Unknown_2,0.5863456781768354,False,weighted,False,text,False
8700,1160,Électroménager,1160,Électroménager,0.999989885449837,True,1160,Électroménager,0.99801624,True,5,Unknown_5,0.9992004205944719,False,weighted,True,text,False
8701,1140,TV,1140,TV,0.8628569390559596,True,1140,TV,0.7731639,True,4,Unknown_4,0.8269797471871616,False,weighted,True,text,False
8702,1140,TV,1140,TV,0.9704749786065333,True,2905,Instruments musique,0.4929468,False,4,Unknown_4,0.6424269678119607,False,weighted,False,text,False
8703,1320,CD,1320,CD,0.9790738950653008,True,1320,CD,0.9684032,True,12,Unknown_12,0.9748056251098592,False,weighted,True,text,False
8704,1300,Jeux vidéo ancien,2582,Matériel & accessoires,0.6092053951653293,False,2585,Sports & Loisirs,0.39975068,False,22,Unknown_22,0.3801238334898622,False,weighted,False,text,False
8705,1160,Électroménager,10,Livres,0.25104558352820106,False,1160,Électroménager,0.9997923,True,5,Unknown_5,0.44342138773146395,False,weighted,False,image,False
8706,2220,Puériculture,2220,Puériculture,0.9995678563354333,True,1920,Musique amplifiée,0.6866563,False,17,Unknown_17,0.6478548757396888,False,weighted,False,text,False
8707,1160,Électroménager,10,Livres,0.30025255250021393,False,1160,Électroménager,0.9967559,True,5,Unknown_5,0.5306242094922166,False,weighted,False,image,False
8708,40,DVD & Films,50,Jouets & Jeux,0.6829450247701367,False,2585,Sports & Loisirs,0.42234954,False,2,Unknown_2,0.41469618440889483,False,weighted,False,text,False
8709,1301,Consoles rétro,1301,Consoles rétro,0.9997598753467981,True,1301,Consoles rétro,0.99887294,True,10,Livres,0.9994051114377847,False,weighted,True,text,False
8710,60,Consoles,60,Consoles,0.9999577194831636,True,60,Consoles,0.9711774,True,3,Unknown_3,0.9884456092346827,False,weighted,True,text,False
8711,2060,Articles soins,1920,Musique amplifiée,0.8927333045182478,False,1920,Musique amplifiée,0.6977042,False,14,Unknown_14,0.8147216551409872,False,weighted,True,text,False
8712,1320,CD,1302,Jeux vidéo rétro,0.6053949031386686,False,1300,Jeux vidéo ancien,0.8624815,False,11,Unknown_11,0.369646423982317,False,weighted,False,image,False
8713,2060,Articles soins,2060,Articles soins,0.9860828863783437,True,2060,Articles soins,0.8149428,True,16,Unknown_16,0.9176268486502026,False,weighted,True,text,False
8714,2280,Jeux vidéo,2280,Jeux vidéo,0.955728216048812,True,2280,Jeux vidéo,0.7032712,True,18,Unknown_18,0.8547454315881342,False,weighted,True,text,False
8715,2585,Sports & Loisirs,2585,Sports & Loisirs,0.5516253440210552,True,2585,Sports & Loisirs,0.24394761,True,24,Unknown_24,0.4285542534964878,False,weighted,True,text,False
8716,1920,Musique amplifiée,1560,Photos,0.5431754999634767,False,1920,Musique amplifiée,0.8335391,True,14,Unknown_14,0.5336087012150353,False,weighted,False,image,False
8717,1140,TV,40,DVD & Films,0.578443398669542,False,1160,Électroménager,0.45143634,False,1,Unknown_1,0.3651173543007261,False,weighted,False,text,False
8718,1920,Musique amplifiée,1920,Musique amplifiée,0.9957844440323612,True,1920,Musique amplifiée,0.59765923,True,14,Unknown_14,0.8365343614925445,False,weighted,True,text,False
8719,1560,Photos,1560,Photos,0.46057454383561147,True,1560,Photos,0.52428496,True,13,Unknown_13,0.4860587068569012,False,weighted,True,image,False
8720,2280,Jeux vidéo,2280,Jeux vidéo,0.9626952046068704,True,2280,Jeux vidéo,0.993687,True,18,Unknown_18,0.9750919183440325,False,weighted,True,image,False
8721,2280,Jeux vidéo,2280,Jeux vidéo,0.9946311886804304,True,2280,Jeux vidéo,0.889298,True,18,Unknown_18,0.9524979219256045,False,weighted,True,text,False
8722,2522,Équipement bébé,2585,Sports & Loisirs,0.7056697021487873,False,1301,Consoles rétro,0.26727977,False,24,Unknown_24,0.5112002006509019,False,weighted,False,text,False
8723,2583,Articles sport,2583,Articles sport,0.9961869541205973,True,2585,Sports & Loisirs,0.29542482,False,23,Unknown_23,0.651339689546705,False,weighted,False,text,False
8724,2582,Matériel & accessoires,2582,Matériel & accessoires,0.927466157412698,True,2583,Articles sport,0.34507787,False,22,Unknown_22,0.6013704520977557,False,weighted,False,text,False
8725,2585,Sports & Loisirs,2582,Matériel & accessoires,0.9597101506683029,False,1920,Musique amplifiée,0.1333637,False,22,Unknown_22,0.6075364319737433,False,weighted,False,text,False
8726,1320,CD,1320,CD,0.9600735731634289,True,1280,Accessoires téléphones,0.35200885,False,12,Unknown_12,0.6669646741576666,False,weighted,False,text,False
8727,1920,Musique amplifiée,1920,Musique amplifiée,0.9867924608718103,True,2060,Articles soins,0.2527585,False,14,Unknown_14,0.6688603554922786,False,weighted,False,text,False
8728,2582,Matériel & accessoires,2582,Matériel & accessoires,0.9662957316523253,True,1560,Photos,0.5827244,False,22,Unknown_22,0.7054145530393993,False,weighted,False,text,False
8729,1180,Décoration,1180,Décoration,0.994083978988197,True,1281,Téléphonie fixe,0.62504274,False,6,Unknown_6,0.6962033052786986,False,weighted,False,text,False
8730,2583,Articles sport,2583,Articles sport,0.9883730945036423,True,2585,Sports & Loisirs,0.81552535,False,23,Unknown_23,0.6076809443262584,False,weighted,False,text,False
8731,1560,Photos,1280,Accessoires téléphones,0.3495787871818961,False,2060,Articles soins,0.5940883,False,16,Unknown_16,0.2998293129750203,False,weighted,False,image,False
8732,2522,Équipement bébé,2522,Équipement bébé,0.9593389368943158,True,1140,TV,0.5969278,False,21,Unknown_21,0.5960646513486971,False,weighted,False,text,False
8733,1920,Musique amplifiée,1920,Musique amplifiée,0.9612346190933286,True,1920,Musique amplifiée,0.97948956,True,14,Unknown_14,0.9685366152956425,False,weighted,True,image,False
8734,1320,CD,2585,Sports & Loisirs,0.5140607664899556,False,1940,Instrument musique,0.25099885,False,24,Unknown_24,0.32929354443648623,False,weighted,False,text,False
8735,2582,Matériel & accessoires,2582,Matériel & accessoires,0.9925772158165155,True,2582,Matériel & accessoires,0.97537154,True,22,Unknown_22,0.985694939366542,False,weighted,True,text,False
8736,2280,Jeux vidéo,2280,Jeux vidéo,0.3677639760805518,True,1281,Téléphonie fixe,0.41196206,False,18,Unknown_18,0.2595656080981106,False,weighted,False,image,False
8737,2583,Articles sport,2583,Articles sport,0.8791174810389139,True,2583,Articles sport,0.74258715,True,23,Unknown_23,0.8245053482806359,False,weighted,True,text,False
8738,2060,Articles soins,2060,Articles soins,0.8810725033688306,True,2060,Articles soins,0.76447994,True,16,Unknown_16,0.8344354760889863,False,weighted,True,text,False
8739,1280,Accessoires téléphones,1280,Accessoires téléphones,0.30946460092031824,True,1280,Accessoires téléphones,0.27976498,True,7,Unknown_7,0.29392608577496765,False,weighted,True,text,False
8740,2583,Articles sport,2583,Articles sport,0.9933877821464348,True,2583,Articles sport,0.9879546,True,23,Unknown_23,0.9912145337879066,False,weighted,True,text,False
8741,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.9882509394483996,True,2583,Articles sport,0.6979564,False,11,Unknown_11,0.6359172088800211,False,weighted,False,text,False
8742,10,Livres,2705,Accessoires console,0.48207967510480554,False,2705,Accessoires console,0.4272653,False,25,Unknown_25,0.46015391666089817,False,weighted,True,text,False
8743,2060,Articles soins,1920,Musique amplifiée,0.37216711273416553,False,2060,Articles soins,0.18450369,True,16,Unknown_16,0.23428562917763232,False,weighted,False,text,False
8744,2585,Sports & Loisirs,10,Livres,0.3245214337486124,False,2585,Sports & Loisirs,0.8777043,True,24,Unknown_24,0.5457945891844092,False,weighted,False,image,False
8745,2220,Puériculture,1280,Accessoires téléphones,0.3659925006500555,False,1302,Jeux vidéo rétro,0.34438506,False,7,Unknown_7,0.2674196470892288,False,weighted,False,text,False
8746,40,DVD & Films,40,DVD & Films,0.9674568340919503,True,40,DVD & Films,0.78124785,True,1,Unknown_1,0.8929732361878209,False,weighted,True,text,False
8747,1280,Accessoires téléphones,1300,Jeux vidéo ancien,0.5740735965896191,False,1300,Jeux vidéo ancien,0.37100103,False,9,Unknown_9,0.49284456896355994,False,weighted,True,text,False
8748,1920,Musique amplifiée,1920,Musique amplifiée,0.9710355143931324,True,1920,Musique amplifiée,0.9973347,True,14,Unknown_14,0.9815551961175689,False,weighted,True,image,False
8749,1560,Photos,2582,Matériel & accessoires,0.4326061155245253,False,2522,Équipement bébé,0.3566956,False,22,Unknown_22,0.28928912033710175,False,weighted,False,text,False
8750,2280,Jeux vidéo,2280,Jeux vidéo,0.819510182719731,True,2280,Jeux vidéo,0.99467105,True,18,Unknown_18,0.8895745342858455,False,weighted,True,image,False
8751,10,Livres,2280,Jeux vidéo,0.32012247071470845,False,2280,Jeux vidéo,0.5847396,False,18,Unknown_18,0.4259693355906369,False,weighted,True,image,False
8752,1140,TV,1140,TV,0.9516073992665112,True,1140,TV,0.98691666,True,4,Unknown_4,0.9657310981044471,False,weighted,True,image,False
8753,40,DVD & Films,50,Jouets & Jeux,0.9402809501304862,False,50,Jouets & Jeux,0.9450345,False,2,Unknown_2,0.9421823895343922,False,weighted,True,image,False
8754,1180,Décoration,1180,Décoration,0.9984604337783088,True,1180,Décoration,0.86873287,True,6,Unknown_6,0.9465694021565574,False,weighted,True,text,False
8755,1920,Musique amplifiée,1920,Musique amplifiée,0.8839436916519713,True,2060,Articles soins,0.28869236,False,14,Unknown_14,0.5316906122701324,False,weighted,False,text,False
8756,2522,Équipement bébé,2522,Équipement bébé,0.9997077466684416,True,2060,Articles soins,0.45228156,False,21,Unknown_21,0.6037839098133346,False,weighted,False,text,False
8757,2705,Accessoires console,10,Livres,0.4270121682668933,False,2705,Accessoires console,0.9701791,True,25,Unknown_25,0.4267172139126625,False,weighted,False,image,False
8758,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.996327667027032,True,1300,Jeux vidéo ancien,0.6433768,True,9,Unknown_9,0.8551473430331442,False,weighted,True,text,False
8759,2583,Articles sport,2583,Articles sport,0.9989489524119911,True,2060,Articles soins,0.8131693,False,23,Unknown_23,0.6008502040267403,False,weighted,False,text,False
8760,2583,Articles sport,2583,Articles sport,0.99951053687418,True,2583,Articles sport,0.9992797,True,23,Unknown_23,0.9994181992321283,False,weighted,True,text,False
8761,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.9855078302337769,True,2403,Livres en langues étrangères,0.96001685,True,19,Unknown_19,0.9753114368029858,False,weighted,True,text,False
8762,2522,Équipement bébé,2522,Équipement bébé,0.9866963041276187,True,2522,Équipement bébé,0.9709319,True,21,Unknown_21,0.9803905315667659,False,weighted,True,text,False
8763,2583,Articles sport,2583,Articles sport,0.9993380357804049,True,2583,Articles sport,0.99808383,True,23,Unknown_23,0.9988363713015407,False,weighted,True,text,False
8764,2583,Articles sport,2583,Articles sport,0.9995257386965177,True,2583,Articles sport,0.96218675,True,23,Unknown_23,0.9845901447178496,False,weighted,True,text,False
8765,40,DVD & Films,40,DVD & Films,0.8428194438947122,True,40,DVD & Films,0.92649806,True,1,Unknown_1,0.8762909064014482,False,weighted,True,image,False
8766,1301,Consoles rétro,1301,Consoles rétro,0.9999285393206755,True,1320,CD,0.6153708,False,10,Livres,0.6018665692144098,False,weighted,False,text,False
8767,1560,Photos,1560,Photos,0.9924765706978183,True,1560,Photos,0.62080103,True,13,Unknown_13,0.8438063580347264,False,weighted,True,text,False
8768,2462,Fournitures bureau,2462,Fournitures bureau,0.9984432769987422,True,2403,Livres en langues étrangères,0.83346736,False,20,Unknown_20,0.6140985696046614,False,weighted,False,text,False
8769,1280,Accessoires téléphones,1140,TV,0.9698654950518139,False,2705,Accessoires console,0.2717953,False,4,Unknown_4,0.6192492650961117,False,weighted,False,text,False
8770,1281,Téléphonie fixe,1281,Téléphonie fixe,0.9881946824505373,True,40,DVD & Films,0.43990964,False,8,Unknown_8,0.632586349249747,False,weighted,False,text,False
8771,2280,Jeux vidéo,2280,Jeux vidéo,0.46401361592883716,True,2280,Jeux vidéo,0.88991404,True,18,Unknown_18,0.63437378387615,False,weighted,True,image,False
8772,1280,Accessoires téléphones,1280,Accessoires téléphones,0.41231551342097955,True,1320,CD,0.28219992,False,7,Unknown_7,0.252483316107172,False,weighted,False,text,False
8773,2403,Livres en langues étrangères,10,Livres,0.25699063638762737,False,10,Livres,0.46919653,False,0,Unknown_0,0.34187300205180704,False,weighted,True,image,False
8774,2583,Articles sport,2583,Articles sport,0.9999357670884248,True,2583,Articles sport,0.9956682,True,23,Unknown_23,0.9982287293875763,False,weighted,True,text,False
8775,1280,Accessoires téléphones,1281,Téléphonie fixe,0.9470262077076236,False,1281,Téléphonie fixe,0.960499,False,8,Unknown_8,0.9524153141154647,False,weighted,True,image,False
8776,1560,Photos,1560,Photos,0.9578597226691269,True,1560,Photos,0.9754867,True,13,Unknown_13,0.9649105178685202,False,weighted,True,image,False
8777,50,Jouets & Jeux,50,Jouets & Jeux,0.8281489893429914,True,50,Jouets & Jeux,0.3165197,True,2,Unknown_2,0.6234972736020945,False,weighted,True,text,False
8778,2583,Articles sport,2583,Articles sport,0.9449283818998006,True,2583,Articles sport,0.6858353,True,23,Unknown_23,0.8412911618112365,False,weighted,True,text,False
8779,40,DVD & Films,40,DVD & Films,0.8178812461582353,True,40,DVD & Films,0.95910025,True,1,Unknown_1,0.8743688581876474,False,weighted,True,image,False
8780,1280,Accessoires téléphones,1280,Accessoires téléphones,0.9259235735063157,True,2060,Articles soins,0.5766808,False,7,Unknown_7,0.5822270438268424,False,weighted,False,text,False
8781,2583,Articles sport,2583,Articles sport,0.9991169702401772,True,2585,Sports & Loisirs,0.16361429,False,23,Unknown_23,0.6308040719563374,False,weighted,False,text,False
8782,2705,Accessoires console,2705,Accessoires console,0.961444879615872,True,2705,Accessoires console,0.86589456,True,25,Unknown_25,0.9232247501877361,False,weighted,True,text,False
8783,2583,Articles sport,2583,Articles sport,0.9905866314177085,True,2583,Articles sport,0.83977336,True,23,Unknown_23,0.9302613156559687,False,weighted,True,text,False
8784,2060,Articles soins,2060,Articles soins,0.9884151858994062,True,2060,Articles soins,0.95168656,True,16,Unknown_16,0.9737237419431624,False,weighted,True,text,False
8785,2905,Instruments musique,2905,Instruments musique,0.9990140726594072,True,2905,Instruments musique,0.988559,True,26,Unknown_26,0.994832064534899,False,weighted,True,text,False
8786,2583,Articles sport,2583,Articles sport,0.9886612921844438,True,2583,Articles sport,0.9833277,True,23,Unknown_23,0.9865278559857914,False,weighted,True,text,False
8787,40,DVD & Films,40,DVD & Films,0.5925777102375481,True,2585,Sports & Loisirs,0.46760145,False,1,Unknown_1,0.3984374691465171,False,weighted,False,text,False
8788,2583,Articles sport,2583,Articles sport,0.9994873896311819,True,2583,Articles sport,0.90336114,True,23,Unknown_23,0.9610368904513775,False,weighted,True,text,False
8789,2583,Articles sport,10,Livres,0.12613938020921903,False,2583,Articles sport,0.7898847,True,23,Unknown_23,0.3916375086740086,False,weighted,False,image,False
8790,2583,Articles sport,2583,Articles sport,0.996417003107516,True,2583,Articles sport,0.96862465,True,23,Unknown_23,0.9853000624373245,False,weighted,True,text,False
8791,2705,Accessoires console,40,DVD & Films,0.8558421938224392,False,2705,Accessoires console,0.9745942,True,1,Unknown_1,0.5181100428576026,False,weighted,False,image,False
8792,1281,Téléphonie fixe,1281,Téléphonie fixe,0.9367284679672082,True,1281,Téléphonie fixe,0.50866735,True,8,Unknown_8,0.7655040177262401,False,weighted,True,text,False
8793,10,Livres,10,Livres,0.44380174636626796,True,40,DVD & Films,0.447108,False,0,Unknown_0,0.2782723037364158,False,weighted,False,image,False
8794,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.8933493129202467,True,1300,Jeux vidéo ancien,0.5703004,True,9,Unknown_9,0.7641297508352245,False,weighted,True,text,False
8795,1140,TV,1140,TV,0.9740256295405068,True,1140,TV,0.4761752,True,4,Unknown_4,0.7748854622723006,False,weighted,True,text,False
8796,40,DVD & Films,2462,Fournitures bureau,0.9658319226699145,False,40,DVD & Films,0.6661961,True,20,Unknown_20,0.5903041373891873,False,weighted,False,text,False
8797,1920,Musique amplifiée,1920,Musique amplifiée,0.9829758529818926,True,1920,Musique amplifiée,0.9943389,True,14,Unknown_14,0.9875210776899381,False,weighted,True,image,False
8798,2705,Accessoires console,2705,Accessoires console,0.9170040890009116,True,2705,Accessoires console,0.9974015,True,25,Unknown_25,0.9491630437630958,False,weighted,True,image,False
8799,1160,Électroménager,1160,Électroménager,0.9913247217227057,True,1160,Électroménager,0.9940853,True,5,Unknown_5,0.9924289518290182,False,weighted,True,image,False
8800,10,Livres,10,Livres,0.35436173968465834,True,10,Livres,0.9735942,True,0,Unknown_0,0.6020547192868693,False,weighted,True,image,False
8801,2462,Fournitures bureau,2462,Fournitures bureau,0.962553088166255,True,2462,Fournitures bureau,0.9708665,True,20,Unknown_20,0.9658784653532136,False,weighted,True,image,False
8802,1180,Décoration,1281,Téléphonie fixe,0.773705098775581,False,10,Livres,0.8111156,False,8,Unknown_8,0.47412445898953404,False,weighted,False,image,False
