sample_id,true_label,true_class_name,predicted_label,predicted_class_name,confidence,error_type,text_sample
9287,2583,Articles sport,2060,Articles soins,0.5844012212206451,high_confidence,Paysage à la maison d'hôtel allumant la lumière de tache d'IP67 1W 12V 24V LED . RoHS CE<br>. Lumières effet d'éclairage parfait<br>. Assurez-vous la maison jardin atelier plus belle.
9307,1302,Jeux vidéo rétro,1560,Photos,0.5981160491134276,high_confidence,Keet Roundy Kids Chair Gingham Navy the roundy chair was designed to enhance the beauty of any room. it is also comfortable and durable it has a strong wood frame covered with high density foam to max...
9312,1302,Jeux vidéo rétro,2582,Matériel & accessoires,0.7800331031578585,high_confidence,Tectake Bac À Sable En Bois Avec 1 Toit Et 1 Véranda 106 Cm X 105 Cm X 135 Cm Blanc Vert <p><strong>TECTAKE Bac à Sable en Bois avec 1 Toit et 1 Véranda 106 cm x 105 cm x 135 cm Blanc Vert</strong></p...
9320,10,Livres,2705,Accessoires console,0.5052421126665388,high_confidence,Les Confins De La Science Et De La Foi 2 Tomes Science et Dogmes. L'Univers est-il infini ? Le Genèse de Eléments. La Création. D'où vient le vie ? ...
9324,1302,Jeux vidéo rétro,2583,Articles sport,0.9380497176069182,high_confidence,Piscine Jeu Adresse 237x152 0
9334,1280,Accessoires téléphones,1300,Jeux vidéo ancien,0.7561074241883045,high_confidence,Madkanao Hélicoptère 665 4pcs Silicone Motor Cover Cas De Protection Cap Pour Dji Spark Drone 4PCS Capot de protection en silicone pour capuchon protecteur pour DJI SPARK DroneRed Protecteur de capot ...
9350,1281,Téléphonie fixe,10,Livres,0.1315811086174973,low_confidence,Goliath Triominos Sunshine Orange 
9352,1140,TV,1180,Décoration,0.9329807022135184,high_confidence,D & D Miniatures - Dragoneye - 45/60 Bright Naga 
9361,1280,Accessoires téléphones,40,DVD & Films,0.4473695770866064,low_confidence,Lego Minifigures 71009 The Simpsons Série 2 - Hans Moleman / Taupeman Description : 1 x LEGO Minifigures 71009 <br>- The Simpsons <br>- Série 2 <br>- Hans Moleman / Taupeman <br>- Age: +5
9370,2705,Accessoires console,2280,Jeux vidéo,0.3403608040973024,low_confidence,Afrique Du Sud - Kruger National Park 
9379,1300,Jeux vidéo ancien,1280,Accessoires téléphones,0.42766563448835726,low_confidence,2019 Enfants Inertielle Hors Route Du Véhicule Modèle De Voiture Jouets Roulants Garçons Voiture Cadeau@Pao718-Générique 2019 enfants inertielle hors route du véhicule modèle de voiture jouets roulant...
9380,2280,Jeux vidéo,10,Livres,0.3775393598028194,low_confidence,Le Nouveau Détective 1620 :Un Pédophile Au Parloir (Toul);La Mort S'invite Au Baptême (Dijon)...Etc 
9383,2280,Jeux vidéo,40,DVD & Films,0.3685246837535028,low_confidence,Hot Dvd  N° 3 
9394,2582,Matériel & accessoires,2585,Sports & Loisirs,0.9334878610340889,high_confidence,Mini Coloré En Plastique Pot De Fleurs Succulent Plant Flowerpot Home Décor Bureau Coloré Mini plastique Pot de fleurs Succulent Plant Flowerpot Accueil Décor du foyer Caractéristiques: Matériel: plas...
9397,2585,Sports & Loisirs,1302,Jeux vidéo rétro,0.9071507883719344,high_confidence,4PCS enfants télescopique papillon Filets de pêche au filet d'insectes net 34 pouces Extendable@hpp975 Ce filet de haute qualité est faite de matériaux en acier inoxydable avec 5 sections télescopique...
9399,1281,Téléphonie fixe,2705,Accessoires console,0.3822636215454045,low_confidence,Histodingo - Cocktail Games Plusieurs mini-jeux pour apprendre lhistoire du Moyen-Âge de façon chronologique et thématique :Rassembler les cartes par thème (personnages dynasties culture architectur...
9414,2522,Équipement bébé,10,Livres,0.3218748505513758,low_confidence,Agenda Postal 1996 -La Poste(B)- Agenda Postal officiel émis par La Poste (B) + annexes - cartonné
9423,1920,Musique amplifiée,1320,CD,0.1968063272552808,low_confidence,Cdaffaires Vitrage Fixation Rapide Extensible 9mm 80 110 Cm Metal Fr09 Blanc Vitrage fixation rapide extensible 9mm 80 &lt; 110 cm metal fr09 Blanc
9426,2403,Livres en langues étrangères,10,Livres,0.9532365677365463,high_confidence,Le Cantique Des Cantiques 
9429,2705,Accessoires console,10,Livres,0.47389634684811316,low_confidence,Love Business - Tome 1 
9436,1301,Consoles rétro,1302,Jeux vidéo rétro,0.5133278671794396,high_confidence,20 fléchettes douces balles et porte-accessoires de rechange-JUNESHOP-Jun Caractéristiques:<br /><br /> . . . . Le clip est fait de plastique de qualité sûr robuste léger et durable.<br /> . . . . La ...
9443,1160,Électroménager,10,Livres,0.15098800561467587,low_confidence,Pare À L Interception Ysd Fr034 
9450,1560,Photos,2060,Articles soins,0.8895223382907375,high_confidence,10pcs Tatouages ??Étanche Visage Corps Autocollants 32 Pays Autocollants Drapeau Germenly 10pcs Tatouages ??étanche Visage Corps autocollants 32 autocollants Pays Drapeau Caractéristique: Type: taille...
9465,2060,Articles soins,10,Livres,0.2764611120073279,low_confidence,Eclairage De Meublee14 12w 220v 36led 4014 Smd Energy Saving Light Corn Lamp Bulb 
9479,1280,Accessoires téléphones,1302,Jeux vidéo rétro,0.8997882698383561,high_confidence,Jeux Anti Stress Simulation Boîte À Lait Forme Slow Rebound Pu Reliever Squeeze Jouet Livraison Couleur Aléatoire Jeux anti stress Simulation Boîte à Lait Forme Slow Rebound PU Reliever Squeeze Jouet ...
9482,2280,Jeux vidéo,2403,Livres en langues étrangères,0.8375403398938311,high_confidence,La Revue Des Livres Pour Enfants N°173 
9483,1302,Jeux vidéo rétro,10,Livres,0.31941384428154274,low_confidence,Trigano Cocoon - Balançoire Hamac Toile Suspendue 
9486,1280,Accessoires téléphones,2280,Jeux vidéo,0.2387335416997048,low_confidence,Thomas Friends Wooden Railway - Ice Delivery Train Wooden Ice Delivery Trains
9487,1320,CD,2060,Articles soins,0.9541344367153283,high_confidence,Plantes Micro-Paysage Music Box Led Night Lights Usb Rechargeable Lampes Plantes Micro-paysage Music Box LED Night Lights USB rechargeable Lampes Description du produit: Conçu pour l&#39;éclairage la ...
9490,2583,Articles sport,2060,Articles soins,0.4489321182319688,low_confidence,Mini-Brio - M12K - 14 W - Blanc chaud de C.C.E.I - Lampe led Type éclairage : Ampoule  Couleur optique : Blanc chaud 
9492,1180,Décoration,1140,TV,0.2592376285472836,low_confidence,Star Wars Scénario Jeu De Rôle - Mort Ou Vif - Nll Republique 
9493,2705,Accessoires console,10,Livres,0.2647323860546551,low_confidence,Mariage Et Famille Chez Clément D?Alexandrie 
9497,2060,Articles soins,1320,CD,0.3938271958078517,low_confidence,Forme Animal Accrocher Type De Garçons Permanent Urinoir Lujuik Forme animal Accrocher Type de garçons permanent Urinoir Feature: forme de bande dessinée Belle attire l&#39;intérêt du bébé L&#39;utili...
9498,1160,Électroménager,40,DVD & Films,0.29501386562696663,low_confidence,Thrull Wizard - Fallen Empire 
9499,1560,Photos,1302,Jeux vidéo rétro,0.5663027252672099,high_confidence,Bouteille D'eau Porte Isolé Couverture Vide Coupe Veste De Protection Extérieur Rose Vendu En Magasin Zhufuwme Néoprène Porte-bouteille d&#39;eau Couverture isolé vide Coupe Veste de protection extéri...
9501,1280,Accessoires téléphones,1320,CD,0.24354759878212326,low_confidence,Renard Jemini The Village Marron Blanc 38 Cm 
9503,1560,Photos,2522,Équipement bébé,0.6196091633377783,high_confidence,Avery Zweckform Étiquette 19 Mm Marquage Point Bl 250st Les autocollants ronds sont idéales pour les lettres de la main avec tous les instruments d&#39;écriture habituelle - 250 points bleus avec un d...
9514,2705,Accessoires console,10,Livres,0.4637576487018551,low_confidence,Les Psychothérapies De Groupe - 2e Éd. Dans la clinique les thérapies de groupe se caractérisent par l'extrême diversité des cadres et des dispositifs utilisés. Cette 2ème édition actualisée fait déco...
9515,1280,Accessoires téléphones,10,Livres,0.1727191326968491,low_confidence,Hobbyboss 1:35 - German Land-Wasser-Schlepper Early Type - Hbb82465 
9517,2705,Accessoires console,10,Livres,0.3028504154230318,low_confidence,1940 Batailles Sur Les Ponts De La Loire 
9518,1300,Jeux vidéo ancien,1140,TV,0.23235520163565804,low_confidence,Dragon - D6363 - Maquette - Panzer Iv Ausf G Lah - Echelle 1:35-Dragon 
9519,1300,Jeux vidéo ancien,1280,Accessoires téléphones,0.5169491253155014,high_confidence,Buyiesky®2019 Children Inertial Off-Road Vehicle Car Model Pull Back Toys Car Boys Gift-Générique 2019 enfants inertielle hors route voiture modèle du véhicule Pull Back Jouets Garçons voiture Descrip...
9530,2705,Accessoires console,2403,Livres en langues étrangères,0.42585480900951395,low_confidence,Secrète Alliance (Saga L'héritier Des Maitland Vol.11) 
9533,2522,Équipement bébé,1140,TV,0.3681498219277287,low_confidence,Deadly Tarot Carnet De Note A5 Felis - The Star Cahier Relié 14 X 21 Cm Crème Un carnet A5 crème de Deadly Tarot avec Felis - The Star Cahier relié.
9534,1140,TV,2705,Accessoires console,0.5713958929530598,high_confidence,Metal Adventures - Les Sciences & L'infini Les Sciences et l¿Infini met en scène la Ligue des planètes libre et sa quête de savoir scientifique. Joueur ou meneur de Metal Adventures vous pourrez y déc...
9540,2582,Matériel & accessoires,1320,CD,0.3145550327684017,low_confidence,Fineway New Extra Large 30 Litre 60 Can Insulated Cooler Cool Bag Collapsible Picnic Camping Sac à dos Grand sac isotherme avec bandoulière - Rouge - Utilisation avec ou sans glace. Protège le contenu...
9543,1302,Jeux vidéo rétro,1280,Accessoires téléphones,0.8495858010224793,high_confidence,Mini Fat Rabbit Squeeze Guérison Abréagir Fun Joke Cadeau Jouets Wh Insurrection Squishy Mini Fat Lapin de guérison Pincez abréagir Fun blague jouets Rising cadeaux Feature: 100% tout neuf et Quantité...
9547,2705,Accessoires console,2403,Livres en langues étrangères,0.5688696985602838,high_confidence,Victor Hugo Au Sénat 
9553,2280,Jeux vidéo,10,Livres,0.3188995334420003,low_confidence,Code De La Santé Publique 
9555,10,Livres,2280,Jeux vidéo,0.9600393672832962,high_confidence,?Beyoubi 2013? 08?? [??] 
9567,2585,Sports & Loisirs,2582,Matériel & accessoires,0.44315115106801306,low_confidence,Thermomètre mural - 200 mm Thermomètre en plastique léger graduations Celsius et Fahrenheit. Trou d&#39;accrochage. Usage en intérieur et extérieur.
9583,1560,Photos,1920,Musique amplifiée,0.6731837553182842,high_confidence,Tableau Independence Day Tissu Lin Nappe Cuisine Décor Table À Manger Couverture Sweetheart93 Tableau Independence Day Tissu Lin Nappe Cuisine Décor Table à manger CoverProduct point de vente: Cette n...
9587,1560,Photos,2585,Sports & Loisirs,0.6398279743420788,high_confidence,Commutateur De Pompe À Eau Électronique Contrôleur De Booster Automatique De Pression Le forfait comprend:<br />1 X contrôleur de pression de pompe à eau<br />1 x Manuel de l&#39;utilisateurDescriptio...
9588,10,Livres,2280,Jeux vidéo,0.45488343661961544,low_confidence,Les  Grands  Proces  De  L'annee  1929  30 Recits  De 1930 
9590,1280,Accessoires téléphones,2403,Livres en langues étrangères,0.27499472390143814,low_confidence,Botte De Noel Musicale Rudolph Le Renne botte de noel musicale rudolph le renne
9594,2583,Articles sport,10,Livres,0.22870152849497344,low_confidence,Batterie eau chaude teddington cdp35 - cdf35 - cdp35t Console de déshumidification à encastrer 2.1 l/h débit d&#39;air 250 m³/h 720 w. Hygrostat réglable incorporé. Carrosserie en tôle d%u2019acier ga...
9598,2403,Livres en langues étrangères,2705,Accessoires console,0.4692903476980852,low_confidence,Jean Pierre Petit ''les Aventures D'anselme Lanturlu'' 
9607,1300,Jeux vidéo ancien,1280,Accessoires téléphones,0.6202011092668941,high_confidence,4pcs Carbon Fiber 9450 Hélice Droite / Gauche 3-Blade Prop Pour Dji Phantom 1 2 3@Pao3136-Générique 4pcs en fibre de carbone 9450 Hélice CW / CCW 3-Blade Prop Pour DJI Phantom 1 2 3 Description: Nom d...
9608,10,Livres,2705,Accessoires console,0.4699553987463052,low_confidence,Histoire De La France Et Des Français Au Jour Le Jour - Louis Xiii Et Richelieu - 1617 - 1648 
9610,1560,Photos,1920,Musique amplifiée,0.7137003497765523,high_confidence,Fleur Nappe Linge Nappe Pour Cuisine Salle À Manger Décorative Table Couverture Sweetheart93 Fleur Nappe Linge Nappe de cuisine Table à manger CoverProduct point de vente décoratif: Cette nappe est le...
9618,2403,Livres en langues étrangères,10,Livres,0.39139283580080353,low_confidence,Le Destin Tragique De L'algerie Francaise 
9619,10,Livres,2403,Livres en langues étrangères,0.9765399175511628,high_confidence,Shaman King - Tome 7 
9622,2060,Articles soins,2280,Jeux vidéo,0.2167227933666211,low_confidence,Sculpture Perroquet En Jaspe Mokaïte 
9624,2522,Équipement bébé,1320,CD,0.1728721474188595,low_confidence,Apli Pelotes De Laine - 4 Unités Pelote de laine - 100 % acrylique - Souple et résistante - Contient 4 pelotes de laine de différentes couleurs - Différentes tonalités autour d&#39;une meme couleur : ...
9626,1140,TV,1281,Téléphonie fixe,0.5714174487401038,high_confidence,"Naruto Jcc - Starter Série 4 (Pack De 2) NARUTO JCC - Starter Série 4 (Pack de 2)<br>Avec ces deux nouveaux starters ""Invocation"" et ""L'Esprit du sable"" de nouveaux personnages et mécanismes de jeu ap..."
9629,2583,Articles sport,2585,Sports & Loisirs,0.5227367572215726,high_confidence,Brosse aspirante grand format 51 cm <p>Brosse aspirante grand format de 51 cm pour nettoyage manuel de la piscine.</p><br /><br /><p>A monter sur manche (non fourni) et sur un tuyau d&#39;aspiration (...
9635,50,Jouets & Jeux,1140,TV,0.6216523112068151,high_confidence,Figurine Disney Infinity 2.0 - Marvel Super Heroes : Ronan 
9640,2403,Livres en langues étrangères,2705,Accessoires console,0.6597863305324672,high_confidence,Sade: Justine Et La Philosophie Dans Le Boudoir 
9641,1560,Photos,2060,Articles soins,0.41850084403320115,low_confidence,Booze Rempli Ornement Bouteille D'eau Jus De Lait Ampoules Cup Vendu En Magasin Zhufuwme 180ml Coupe du verre Fleur Rose double couche de bière Tasse de cocktail pour la description Le whisky: Ceci es...
9643,1302,Jeux vidéo rétro,2582,Matériel & accessoires,0.7709462107161469,high_confidence,Favour Lanterne De Camping Adventurer 250 Lm Vert Et Beige L0541 Camping avec une lampe compacte et pratique qui a toutes les caractéristiques dont vous avez besoin semble excellent n&#39;est-ce pas ?...
9646,1280,Accessoires téléphones,1300,Jeux vidéo ancien,0.811264875830047,high_confidence,F62 2.4g 4ch Wifi Fpv 4k Caméra Hd Pliable Flux Optique Rc Quadcopter Hélicoptère 6099 F62 2.4G 4CH WIFI FPV 4K Caméra HD Pliable flux optique RC Quadcopter Description: No .: F62 Matériel: ABS Couleu...
9648,2403,Livres en langues étrangères,2705,Accessoires console,0.7604657306645549,high_confidence,Les Enigmesde La Guerre De 70 Et De La Commune 
9665,1280,Accessoires téléphones,1281,Téléphonie fixe,0.5344293211431247,high_confidence,Carcassonne Star Wars - Version Francaise Découvrez les aventures palpitantes de l univers de<b> Star Wars </b>dans le monde captivant de <b>Carcassonne</b> !<br /> <br /> Les règles connues étant sim...
9672,2280,Jeux vidéo,2403,Livres en langues étrangères,0.3068147025058646,low_confidence,Tout Simenon N° 8  (8 Titres) 
9688,2403,Livres en langues étrangères,10,Livres,0.43006842741543455,low_confidence,Becassine Dans La Neige Édition Originale De 1933 
9695,40,DVD & Films,10,Livres,0.45695031237433237,low_confidence,Krom Le Grand Pays D'en Haut 
9699,1280,Accessoires téléphones,1281,Téléphonie fixe,0.5126890482700747,high_confidence,Couleur Rêve Cristal Boue Mélange Nuage Slime Putty Parfumée Stress Enfants Clay Toy @Watermelon1573 Couleur Rêve Cristal boue Mélange Nuage Slime Putty parfumée Stress Enfants Clay Toy Description: S...
9707,1280,Accessoires téléphones,40,DVD & Films,0.20762970080208307,low_confidence,Canard De Bain Plastique Duck Collection Bud Design 
9716,2705,Accessoires console,10,Livres,0.23109769034359032,low_confidence,De Gaulle Et Mitterrand L'entretien 
9723,2583,Articles sport,1280,Accessoires téléphones,0.32752721610275315,low_confidence,Voiture à chevaucher Cars - Intex Voiture à chevaucher gonflable Cars IntexÀ partir de 3 ansDimensions : 107 x 71 cmMatière : en vinyle
9725,1302,Jeux vidéo rétro,10,Livres,0.1387109756400454,low_confidence,Les Animaux De La Jungle Pack Accessoires - Corbeille - Bidon - Sonnette LES ANIMAUX DE LA JUNGLE Pack Accessoires - Corbeille - Bidon - Sonnette - Stamp - Set ludique comprenant une Corbeille &#43; u...
9726,2280,Jeux vidéo,2403,Livres en langues étrangères,0.38483632111479643,low_confidence,Lisette  N° 23 : Aventure En Pacifique 
9737,1281,Téléphonie fixe,1280,Accessoires téléphones,0.5240994611967196,high_confidence,1pc Factice Tétine Pour Bébé Reborn Poupées Accessoires Magnétique Interne Pk 1pc factice Tétine pour bébé reborn Poupées Accessoires magnétique interne PK Description: 100% tout neuf de haute qualité...
9738,1281,Téléphonie fixe,2522,Équipement bébé,0.9776996944323763,high_confidence,Heroquest - Feuilles De Marque Paquet de feuilles de marque.
9746,1280,Accessoires téléphones,1281,Téléphonie fixe,0.9287673045445595,high_confidence,Word On The Street Party Case - The Hilarious Tug Of Words Out of the Box Word on the Street Party Case - The Hilarious Tug of Words Great fun for the whole family Out of the Box Word on the Street Pa...
9748,2060,Articles soins,2582,Matériel & accessoires,0.9185200932681973,high_confidence,Sorbo Solaire De Charge D'éclairage 500ml Tasse D'eau Avec Multifonction Corde Tressée Lumière Led 4645 Sorbo solaire de charge d&#39;éclairage 500ml tasse d&#39;eau avec des reflets corde multifoncti...
9750,2522,Équipement bébé,2582,Matériel & accessoires,0.2843482721126909,low_confidence,Portemanteau Alba 5 Doubles Patères Portemanteau 5 doubles patères.   Ce portemanteau se compose d'une tête avec 5 double-patères d'un porte-parapluies d'une coupelle de récupération d'eau et d'une ba...
9751,2583,Articles sport,2585,Sports & Loisirs,0.3077415018346266,low_confidence,Bâche blanche plastique bache Toile 10x4m oeillets métallique couverture Imperméable Bâche armée tressée 10m x 4m - bâches armées tressées. Bâche de protection d¿utilisation variée pour la préservatio...
9752,1920,Musique amplifiée,2583,Articles sport,0.6580252467441524,high_confidence,Retour Pad Spa Coussin Gonflable Tapis De Massage Doux Siège D'appoint Pour Les Spas@Hpp8303 Retour Pad Coussin Spa Tapis de massage doux gonflable Siège d&#39;appoint pour les Spas et Jacuzzis Descri...
9759,2403,Livres en langues étrangères,2280,Jeux vidéo,0.5440491587547622,high_confidence,Commando Bd Petit Format N° 147 
9762,2705,Accessoires console,10,Livres,0.4410948341302898,low_confidence,Merleau-Ponty Et L'esthétique Aujourd'hui 
9764,1920,Musique amplifiée,1560,Photos,0.7482463315074075,high_confidence,Cosmic Planète Series En Peluche Avec Capuche Couverture Lichens Couverture À Capuchon 150x200cm Cosmic Planète Series en peluche avec capuche Couverture Lichens Hooded Couverture 150x200cm Feature: N...
9774,2060,Articles soins,1560,Photos,0.5391379185885407,high_confidence,Carte Rustique Real Place Base En Bois Porte-Fer Image De Fil Médiator Clip Carte rustique Real Place base en bois Porte-fer Photo de fil Médiator clip point de vente du produit: porte en bois de mess...
9778,1560,Photos,2582,Matériel & accessoires,0.5845472281881147,high_confidence,Ds-200 Extérieur Portable Camping Pot Set 1-2 Personnes Pique-Nique Et Barbecue Pots@Pao3154 DS-200 Outdoor Set Portable Camping Pot 1-2 personnes pique-nique et barbecue Pots Description générale: DS...
9781,1280,Accessoires téléphones,1300,Jeux vidéo ancien,0.685448300004179,high_confidence,Madkanao Hélicoptère 520 Appareil Photo Hd Nd4 Filtre Accessoire Accessoire Pour Dji Phantom 4 Pro Combinaison d&#39;objectif objectif caméra HD ND4 pour DJI Phantom 4 ProCaractéristiques: Idéal pour ...
9790,2280,Jeux vidéo,10,Livres,0.1982085131395017,low_confidence,60 Millions De Consommateurs  N° 459 : Forfaits Internet/ Teintures/ Lave-Linge/ Antivol 2 Roues/ Prix Viandes/ Croisiere/ Prelevement/ Compostez/ Ananas 
9809,10,Livres,40,DVD & Films,0.4462846277306734,low_confidence,Poésies Allémaniques De J. P. Hebel   Max Buchon [Edition De 1864] 
9814,2280,Jeux vidéo,2705,Accessoires console,0.46349208792991625,low_confidence,Paris Match N°1763 Du 11-03-1983 NATHALIE ET JOHNNY - LE SOIR DES CESARS UN AMOUR QUI S'AFFICHE. NATHALIE BAYE SE CONFIE - ET MAINTENANT J'AIMERAIS BIEN AVOIR UN BEBE - FEMMES - PHILIPPE SOLLERS ET JE...
9815,1280,Accessoires téléphones,1320,CD,0.15839498388134232,low_confidence,"Sentosphère Aquarellum Junior ""Princesses Idéal pour les premiers coups de pinceaux des enfants Aquarellum Junior est basé sur la technique de sertissage de papier vélin qui ne laisse la peinture adhé..."
9816,1320,CD,1280,Accessoires téléphones,0.4972646294308294,low_confidence,"Veilleuse Vintage ""Les 101 Dalmatiens"" De Walt Disney "
9820,1300,Jeux vidéo ancien,1280,Accessoires téléphones,0.6734287429719532,high_confidence,Rc 01h18 Shock Absorber Métal Pour Wltoys A959 A969 A979 A949 Rc Voiture Okadaopa583-Générique RC 01h18 Shock Absorber Métal Pour WLtoys A959 A969 A979 A949 Caractéristiques: 100% Nouveau et matériaux...
9828,1320,CD,10,Livres,0.28156938724950004,low_confidence,Lässig Green Label Global Bag Ecoya Anthracite Lässig Green Label Global Bag Ecoya Anthracite
9829,1560,Photos,2060,Articles soins,0.4838056638836433,low_confidence,Haut-Parleur Bluetooth Lampe De Poche @Dfgjlkni371 Zélote S1 Bluetooth étanche audio tour lampe de poche Haut-parleur extérieur carte sans fil Bluetooth PrésidentLE de matériau en tissu durable et boî...
9834,1280,Accessoires téléphones,1281,Téléphonie fixe,0.8615730159821905,high_confidence,Camelot The Build Board Game Camelot - The Build is a game of medieval interior design with all sorts of dubious stratagems dirty tricks and subtle ploys designed to challenge all ages and types of pl...
9835,1320,CD,10,Livres,0.5427128503799737,high_confidence,Alvi Mull-Windeln Gerollt Im SäckchenBlau 80x80cm Alvi Mull-Windeln gerollt im Säckchenblau 80x80cm
9836,2060,Articles soins,1281,Téléphonie fixe,0.2987393921036363,low_confidence,100 Pièces Mini Plastique Fournitures Favor Pour Bébé Baby Shower Et Ice Cube Game Accessoire Salle De Bain 2898 100 Pièces Mini plastique pour bébé Fournitures Favor pour bébé Douche et Ice Cube jeu ...
9849,2583,Articles sport,10,Livres,0.21537570394666625,low_confidence,INTERMAS GARDENING GRILLAGE FENSANET 12 0M50X5M GA.172505 
9853,2403,Livres en langues étrangères,2280,Jeux vidéo,0.48395661785716626,low_confidence,Marklin 140 Ans Locomotive 55520 + Nouveautés Automne 1998 - (S023) 
9860,2522,Équipement bébé,2060,Articles soins,0.6325250102255564,high_confidence,Papier Peint Mural De Luxe Victorien 3d Luxe Rouleaux Caractéristique Tv Décor De Fond La description<br />  Fonction: imperméable à l&#39;eau résistant à l&#39;humidité à la moisissure rauchdicht ins...
9867,1302,Jeux vidéo rétro,10,Livres,0.3682031460865956,low_confidence,Giochi Preziosi Cupets - Bubble (La Grenouille) 
9874,2582,Matériel & accessoires,1560,Photos,0.49651387397142954,low_confidence,Banc De Jardin Aspect Rustique Bois Massif 148cm Mdj04071 <p>Banc de jardin 2 à 3 places<br />Matériau: bois massif (conifère) non traité<br />Meubles en bois non traité sont parfaitement utilisables ...
9875,2585,Sports & Loisirs,2280,Jeux vidéo,0.4632362996953623,low_confidence,Regards international 2 raccords excentres 21 mm - m15 / 21 - m20 / 27 avec rosace REGARDS INTERNATIONAL 2 Raccords excentres 21 mm - M15 / 21 - M20 / 27 avec rosace - AUCUNE
9880,2522,Équipement bébé,10,Livres,0.23914944432259388,low_confidence,Trodat Inchiostro Per Timbri 7011 Tr7830 <table cellspacing=''1'' cellpadding=''6'' style=''margin-left: 8px;'' id=''scheda_tecnica'' ><tbody><tr><td class = ''title-tech'' colspan=''2''>Altre caratte...
9883,2582,Matériel & accessoires,1560,Photos,0.5575924081497091,high_confidence,7.3x9m Housse De Protection Bâche Couverture Jardin Pour Meuble Camion Tente Épaisse Emballage inclus: <br />1X Bâche ( 7.3x9m) <br /> <br />?Caractéristiques: <br />?Couleur: argent &#43; vert <br />...
9898,2060,Articles soins,1560,Photos,0.5449348066548304,high_confidence,Paille Réutilisable En Acier Inoxydable Pailles Courbé Bar Cocktail Cuisine Maison Magideal <p><b>Description:</b></p><br /><p>Haute qualité pour une utilisation sûre et réutilisable</p><p>Anti-rouill...
9905,2462,Fournitures bureau,40,DVD & Films,0.44403160943737896,low_confidence,Paquet De Wackers (Genre De Pogs) Sonic The Hedgehog Neuf 
9915,2522,Équipement bébé,1281,Téléphonie fixe,0.8107546463138166,high_confidence,Lightseekers Basic Deck Case 80+ Taille Standard Nature Un beau jeu mérite de beaux accessoires ! Améliorez votre expérience de jeu avec notre gamme de produits flamboyants pour le jeu de cartes à éch...
9917,1280,Accessoires téléphones,1140,TV,0.2528010485859037,low_confidence,Figurines Militaires Troupes Allemandes Bataille De Stalingrad 1942/1943 Ce kit contient plus de 34 figurines.<br /> <br /> Échelle : 1:72<br /> <br /> La colle et les peintures ne sont pas incluses d...
9920,1281,Téléphonie fixe,2462,Fournitures bureau,0.6169113273229359,high_confidence,Sexe Jeux Emily Dubberley 
9925,2060,Articles soins,2585,Sports & Loisirs,0.4541267669181029,low_confidence,Abattant Rock Dubourgel - Blanc <b>Abattant Rock Dubourgel - Blanc</b><br />Moulé en polypropylène rigide et incassable<br /> Facilité de nettoyage<br /> S&#39;adapte à toutes cuvettes standard<br /> ...
9926,2280,Jeux vidéo,10,Livres,0.8023269941118221,high_confidence,Je Bouquine N° 9  
9934,1920,Musique amplifiée,2060,Articles soins,0.9630446157003933,high_confidence,3pcs Non-Slip De Bain Tapis De Bain Tapis Cuisine Paillassons Décor 3pcs non-Slip poisson Échelle Tapis de bain Tapis de bain Cuisine paillassons Décor point de vente du produit: Lavage en machine sép...
9939,2585,Sports & Loisirs,2582,Matériel & accessoires,0.4888298178191543,low_confidence,Maille de barri¿¿re d'¿¿cran de protection d'intimit¿¿ de balcon pour pare-vent de balcon Moustiquaire de barri¿¿re pour ¿¿cran de protection de balcon Pour pare-brise de balcon Protection pare-soleil...
9940,2280,Jeux vidéo,1140,TV,0.547381572700046,high_confidence,Tom & Jerry N° 80  
9941,10,Livres,1180,Décoration,0.9982286926390324,high_confidence,The Book Of Rowing 
9948,1300,Jeux vidéo ancien,1280,Accessoires téléphones,0.7052081861690099,high_confidence,Cg006 Brushless 2.4g Fpv Wifi Hd 1080p Altitude Gps Appareil Photo Tenez Quadcopter Drone@Dfgjlkni1-Générique CG006 brushless 2.4G FPV Wifi HD 1080P Caméra GPS Altitude Tenir Quadcopter DroneDescripti...
9952,2280,Jeux vidéo,10,Livres,0.16016049277708197,low_confidence,Burda Tricots Pour Enfants Hiver 57 Modeles 489  
9958,1281,Téléphonie fixe,1280,Accessoires téléphones,0.3075306981481678,low_confidence,Malette Minnie De Coloriage Malette MINNIE - DISNEY<br>De coloriage<br>65 pièces
9962,2060,Articles soins,1560,Photos,0.911682773985526,high_confidence,Nappe De Noël Imprimer Rectangle Table Cover Holiday Party Home Decor Nappe de Noël Imprimer Rectangle Table Cover Holiday Party Home Decor Description: Etat de l&#39;objet: 100% tout neuf et de haute...
9969,1560,Photos,2582,Matériel & accessoires,0.5765452214228804,high_confidence,Double Couche Dumplings Drain Dish Paille De Blé Plateau De Fruits Fan En Forme De Plaque Dumplings double couche Dish plaque Plateau de paille de blé Fruit éventails Caractéristiques: Quantité: 1 pan...
9990,10,Livres,2705,Accessoires console,0.9238608055889543,high_confidence,Les Aventures De Télémaque 
9994,40,DVD & Films,2585,Sports & Loisirs,0.44055814142842176,low_confidence,Convertisseur Ac To Dc Tension Différentielle Led Module D'alimentation Magideal <p><b>La description:</b></p><br /><p> zone de 100% de combustion à pleine charge </p><ul><li> Entrée AC85-265V plage d...
