sample_id,true_label,true_class_name,predicted_label,predicted_class_name,confidence,correct,text_sample
9740,2280,Jeux vidéo,2280,Jeux vidéo,0.9534943804959923,True,Echo De Parthenay (L') N° 24 Du 16/06/1867 - Le Pecheur - L'anguille Et Le Canard - Feuilleton / Mai...
9741,2582,Matériel & accessoires,2582,Matériel & accessoires,0.9761016171526575,True,Tectake Transat Jardin De Bain Pliant Inclinable Avec Pare Soleil En Aluminium 190 Cm Bleu <p><stron...
9742,2583,Articles sport,2583,Articles sport,0.9998511189198517,True,Spa gonflable Intex PureSpa Plus Bulles 4 personnes + Kit d'entretien + Kit de traitement au brome C...
9743,1320,CD,1320,CD,0.992462390880242,True,Porte-Bébé Respirant Pour Vacances Sportives Convient Aux Bébés De 0-36 Mois Moins De 15 Kg <ul><li>...
9744,2522,Équipement bébé,2522,Équipement bébé,0.9626233711741217,True,Belle Creative Stylo À Bille D'apprentissage Mignon Papeterie Peut Allongement De Raccourcir Belle C...
9745,2060,Articles soins,2060,Articles soins,0.9208539099085586,True,Pack De 2 Dentelle Fleur Romantique Bowknot Satin Tissu Cérémonie De Mariage Partie Rose Fleur Fille...
9746,1280,Accessoires téléphones,1281,Téléphonie fixe,0.9287673045445595,False,Word On The Street Party Case - The Hilarious Tug Of Words Out of the Box Word on the Street Party C...
9747,1160,Électroménager,1160,Électroménager,0.9860617909444471,True,Miss 895 Power Of Suggestion Carte Naruto Shippuden Us 
9748,2060,Articles soins,2582,Matériel & accessoires,0.9185200932681973,False,Sorbo Solaire De Charge D'éclairage 500ml Tasse D'eau Avec Multifonction Corde Tressée Lumière Led 4...
9749,2583,Articles sport,2583,Articles sport,0.9999992549575122,True,Coffret de traitement au Chlore Coffret de traitement au chlore pour spa est prévu pour 3 à 4 mois d...
9750,2522,Équipement bébé,2582,Matériel & accessoires,0.2843482721126909,False,Portemanteau Alba 5 Doubles Patères Portemanteau 5 doubles patères.   Ce portemanteau se compose d'u...
9751,2583,Articles sport,2585,Sports & Loisirs,0.3077415018346266,False,Bâche blanche plastique bache Toile 10x4m oeillets métallique couverture Imperméable Bâche armée tre...
9752,1920,Musique amplifiée,2583,Articles sport,0.6580252467441524,False,Retour Pad Spa Coussin Gonflable Tapis De Massage Doux Siège D'appoint Pour Les Spas@Hpp8303 Retour ...
9753,2280,Jeux vidéo,2280,Jeux vidéo,0.9431318457665007,True,Dossier De Presse Du Film La Horla Del Jaguar De Alfredo B Crevenna 0 
9754,2582,Matériel & accessoires,2582,Matériel & accessoires,0.8251980800607212,True,Wpc Pare-Vue Sarthe Abat-Vent Clôture Aluminium   Élément De Base 190m Marron WPC pare-vue Sarthe ab...
9755,2582,Matériel & accessoires,2582,Matériel & accessoires,0.9580978950190896,True,Store Bateau Horizontal Coolfit Sable 3 X 2 M Aspect : <br />Coloris : Sable<br />Matériau principal...
9756,1560,Photos,1560,Photos,0.905652492302173,True,Accueil Des Animaux Antiderapant Porte Tapis Tapis Salle De Bain Cuisine Tapis Décor Fournitures De ...
9757,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.7129255671356233,True,Nissan Serena 2016 C27 Brilliant Silver Kyosho 03662s 1/43 Mini Van Silber Argen-Kyosho NISSAN SEREN...
9758,10,Livres,10,Livres,0.9042867088111443,True,The Majesty Of Natchez (Majesty Architecture (Hardcover)) 
9759,2403,Livres en langues étrangères,2280,Jeux vidéo,0.5440491587547622,False,Commando Bd Petit Format N° 147 
9760,1320,CD,1320,CD,0.987930271242284,True,Mode Féminine Moraillon De Perles Chaînes De Couleur Patchwork Sac À Bandoulière Sac Casual Bt1021 M...
9761,2280,Jeux vidéo,2280,Jeux vidéo,0.989951880403002,True,Patriote Illustre (Le) N° 27 Du 05/07/1891 - M. Vankerchoven - Explorateur Au Congo. 
9762,2705,Accessoires console,10,Livres,0.4410948341302898,False,Merleau-Ponty Et L'esthétique Aujourd'hui 
9763,1301,Consoles rétro,1301,Consoles rétro,0.9999618852022605,True,Toddler Enfants Bébé Filles Garçons Cartoon animaux Gros Anti-Slip chaud Chaussettes Chaussons-Auucn...
9764,1920,Musique amplifiée,1560,Photos,0.7482463315074075,False,Cosmic Planète Series En Peluche Avec Capuche Couverture Lichens Couverture À Capuchon 150x200cm Cos...
9765,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9165726654449644,True,Système De Kit De Voie H0 Tillighobahn 85441 <UL><LI>Angle : 11 °</LI><LI>Classe d'âge : à partir de...
9766,2583,Articles sport,2583,Articles sport,0.9099011134136696,True,Lampe LED Éclairage de Piscine Decoration Ampoule Lumière Aquarium Station Thermale MagiDeal <p><b>L...
9767,1920,Musique amplifiée,1920,Musique amplifiée,0.9894077935079387,True,Texture Marbre Géométrique Throw Coussin Taie D'oreiller Couverture Canapé Home Décor Zheng14618 Tex...
9768,40,DVD & Films,40,DVD & Films,0.9172948566054303,True,Kol 2000 Rogue Squadron 
9769,2585,Sports & Loisirs,2585,Sports & Loisirs,0.9545996394640538,True,Zipper Débroussailleuse à batterie ZI-MOS40V-AKKU Expédition rapide et soignée sous 48 Heures! Vende...
9770,2462,Fournitures bureau,2462,Fournitures bureau,0.9979721050146678,True,Xbox 360 Slim 4g   Kinect 22 Jeux 
9771,1560,Photos,1560,Photos,0.9911176842320336,True,Table Basse Bois Massif Marron <p>Cette table basse superbe est un accessoire intemporel dans votre ...
9772,2583,Articles sport,2583,Articles sport,0.9870415350287063,True,Bâche piscine en pe ronde 450 457 cm 90 g/m2 
9773,1140,TV,1140,TV,0.6400678602269179,True,Figurine Ultimate Spiderman Night Mission Hasbro 9 Cm 
9774,2060,Articles soins,1560,Photos,0.5391379185885407,False,Carte Rustique Real Place Base En Bois Porte-Fer Image De Fil Médiator Clip Carte rustique Real Plac...
9775,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.9906136046659086,True,Femmes Large Bandeau Élastique Pour Le Sport Courir Yoga Fitness Alopécie Stream Femmes large bandea...
9776,2060,Articles soins,2060,Articles soins,0.578985131047865,True,Halloween Costume Crâne Airsoft Partie Squelette Demi-Masque Masque De Mascarade Magideal <p> <b>La ...
9777,2905,Instruments musique,2905,Instruments musique,0.9999999985907848,True,Independance War 2: Edge Of Chaos - Jeu En Téléchargement <div> <p><strong>NOTE :</strong> Un compte...
9778,1560,Photos,2582,Matériel & accessoires,0.5845472281881147,False,Ds-200 Extérieur Portable Camping Pot Set 1-2 Personnes Pique-Nique Et Barbecue Pots@Pao3154 DS-200 ...
9779,2462,Fournitures bureau,2462,Fournitures bureau,0.997399343433662,True,Lot - Bomberman 2 - Bomber Man 2 - Sur Nintendo Ds &#43; 1 Jeu Pc Neuf (Voir Photos) 
9780,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9870638050639986,True,Maquette D'avion Protective Silicone Cover Case With Lanyard For Dji Osmo Pocket Handheld Gimbal Scy...
9781,1280,Accessoires téléphones,1300,Jeux vidéo ancien,0.685448300004179,False,Madkanao Hélicoptère 520 Appareil Photo Hd Nd4 Filtre Accessoire Accessoire Pour Dji Phantom 4 Pro C...
9782,2522,Équipement bébé,2522,Équipement bébé,0.9910158547747758,True,Stabilo Lot De 3 Crayons Easygraph Triangulaire Durété: Hb Pour Droitier STABILO Crayon EASYgraph tr...
9783,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9704092294904395,True,Ufo4-Rc-Em Radiocommande Pour Drone Udi Rc Micron Ufo 6044 Et Devil Bug-Udi R / C <p><strong>RADIOCO...
9784,2583,Articles sport,2583,Articles sport,0.9945008621376877,True,pentair - pompe à filtration 075 cv 11m3/h mono ultraflow 11m Ultra-Flow pentair pentair - pompe à f...
9785,2585,Sports & Loisirs,2585,Sports & Loisirs,0.5271338681732328,True,SECRET JARDIN - FLANGE 150MM POUR SUPPORT 16MM Ducting Flange: Créez vos flanges sur-mesures grâce à...
9786,2060,Articles soins,2060,Articles soins,0.97806222455441,True,Tanbaby Led Veilleuse Pir Capteur De Mouvement Lampe De Table De Chevet Lampe De Nuit Sans Fil À Pil...
9787,2522,Équipement bébé,2522,Équipement bébé,0.9976410710501217,True,Stabilo Blister De 2 Stylos Feutre Write-4-All - Pointe Fine - Noir STABILO Blister de 2 Stylos Feut...
9788,1560,Photos,1560,Photos,0.9671683884514631,True,Ensemble Matelas Epeda Podium Confort Medium 140x200 Ensemble Matelas Epeda PODIUM Confort Medium : ...
9789,2462,Fournitures bureau,2462,Fournitures bureau,0.9956739702865642,True,0146 Sulfura Lot Collection Carte Pokemon 
9790,2280,Jeux vidéo,10,Livres,0.1982085131395017,False,60 Millions De Consommateurs  N° 459 : Forfaits Internet/ Teintures/ Lave-Linge/ Antivol 2 Roues/ Pr...
9791,1320,CD,1320,CD,0.9337545910984332,True,Pack De 2 Sucettes Anatomique 1er Age Caoutchouc Ronde Turquoise - Dbb Remond 
9792,2585,Sports & Loisirs,2585,Sports & Loisirs,0.9968789809148243,True,Tuyau d'arrosage HighFlex Ø 15 mm - 50 m <p>Couronne de 50 m de tuyau d&#39;arrosage de la gamme &#3...
9793,1160,Électroménager,1160,Électroménager,0.7123442119282404,True,Madagascar : Mason Et Phil N° 62 - Collection Dreamworks - Carrefour 
9794,1560,Photos,1560,Photos,0.915333149084989,True,Lit Enfant Scandinave Évidence Blanc 90x200 <p><strong>Lit enfant scandinave évidence blanc 90x200</...
9795,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.7068085200768488,True,Lot De 11 N° De La Revue Littéraire Demain (Entre Le N°1 Et Le N°13) Dirigée Par Raymond Escholier F...
9796,2583,Articles sport,2583,Articles sport,0.9995494518453671,True,5x Éponge Absorbant Éponge de Nettoyant Spa et Piscine en Forme D'étoile MagiDeal <p><b>La descripti...
9797,50,Jouets & Jeux,50,Jouets & Jeux,0.9965703531005569,True,Skin Console Et Manettes Ps4 - Kata Skin Console et Manettes PS4 - Kata
9798,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.6029321296123041,True,Maquette Avion : Cac Ca-9 Wirraway - 1942-Special Hobby Assemblez ce modèle d&#39;avion : CAC CA-9 W...
9799,1560,Photos,1560,Photos,0.9445574073971006,True,Sac De Rangement Pliable Vêtements Blanket Couettes Penderie Sweater Organisateur Boîte Étuit B Swee...
9800,2220,Puériculture,2220,Puériculture,0.6364706402601359,True,Laisse Confort Bleu Etoiles Blanches 120 X 25mm 
9801,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.45874692490595326,True,Larousse Thematique Atlas Mondial Colection France Loisirs 
9802,1560,Photos,1560,Photos,0.9818977587503397,True,Ensemble Essenzia Morphozone 190 + Sommier Tradition + Pieds 120x200 Latex Le matelas MORPHOZONE 190...
9803,10,Livres,10,Livres,0.42952260099536715,True,Jean - Marie Le Bris Précurseur Méconnu De L'aviation 
9804,2522,Équipement bébé,2522,Équipement bébé,0.5182599359427841,True,Colompac Emballage D'expedition Universel Pour Formats A5+ 
9805,2060,Articles soins,2060,Articles soins,0.970109935109503,True,5d Broderie Peintures Strass Diamant Bricolage Pasted Peinture Point De Croix 5D broderie Peintures ...
9806,1320,CD,1320,CD,0.9753989806316417,True,Couches Lavables Bébé Te1 2luxpocket Avec Inserts Complètes Pack De 3 
9807,1320,CD,1320,CD,0.9908064736388307,True,Trousselier - 4370 12v - Lanterne Magique - Papillons - Bois Naturel Vernis - Naturel - 12 V La « la...
9808,2583,Articles sport,2583,Articles sport,0.6929222460832647,True,Piscine avec pare soleil - Ronde - Pateaugoire Winnie l&#39;ourson Jeu d&#39;eau Intex - Pataugette ...
9809,10,Livres,40,DVD & Films,0.4462846277306734,False,Poésies Allémaniques De J. P. Hebel   Max Buchon [Edition De 1864] 
9810,2583,Articles sport,2583,Articles sport,0.9999935583524358,True,hayward - cartouche filtrante de rechange pour filtre c0500euro cx0500re haywardhayward - cartouche ...
9811,1920,Musique amplifiée,1920,Musique amplifiée,0.94545017240026,True,Branches Housse De Coussin D'oiseau Linge Throw Taie Canapé Home Décor Zjj5855 Branches Coussin oise...
9812,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9968604392727589,True,Liliput L221715 Wagon Tombereau Obb Epoque Iii 120 Mm Ho 1/87-Liliput 
9813,2280,Jeux vidéo,2280,Jeux vidéo,0.9824830984320014,True,Echo De La Presse Et De La Publicite N° 159 Du 10/07/1951 - Le Salon De L'auto 1951 - Le Congres D'e...
9814,2280,Jeux vidéo,2705,Accessoires console,0.46349208792991625,False,Paris Match N°1763 Du 11-03-1983 NATHALIE ET JOHNNY - LE SOIR DES CESARS UN AMOUR QUI S'AFFICHE. NAT...
9815,1280,Accessoires téléphones,1320,CD,0.15839498388134232,False,"Sentosphère Aquarellum Junior ""Princesses Idéal pour les premiers coups de pinceaux des enfants Aqua..."
9816,1320,CD,1280,Accessoires téléphones,0.4972646294308294,False,"Veilleuse Vintage ""Les 101 Dalmatiens"" De Walt Disney "
9817,2522,Équipement bébé,2522,Équipement bébé,0.3803445354668959,True,200pcs Carbone Noir Papier De Copie Pour Les Mains Machines À Écrire Et Traitement De Texte Germenly...
9818,1560,Photos,1560,Photos,0.9548298632763369,True,Bontempi Casa Table Avec Structure Anthracite Artistico 20.01 200x106 Cm (Anthracite Brillant - Plat...
9819,40,DVD & Films,40,DVD & Films,0.8583163999324546,True,Super Smash Bros. Ultimate 
9820,1300,Jeux vidéo ancien,1280,Accessoires téléphones,0.6734287429719532,False,Rc 01h18 Shock Absorber Métal Pour Wltoys A959 A969 A979 A949 Rc Voiture Okadaopa583-Générique RC 01...
9821,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.9930176879964553,True,Nouveau Diamant Led Feux De Pêche Profonde Chute Espadon Squid Appât Strobe Rd Pêche À La Ligne 94 N...
9822,2583,Articles sport,2583,Articles sport,0.9985392148559508,True,Camping En Plein Air Douche Solaire Sacs 40l Portable Sac D'eau Extérieure Bain 
9823,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9677096522616692,True,Hs5055 180 Degree Digital Rc Servo 55kg Torque Waterproof Metal Rc Servo Motorzen4521-Générique HS50...
9824,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.952011102730078,True,4pcs Air Filled Inflatable Tire Wheel 1.9 Inch For 1/10 Rc Crawler Scx10 Trx4zen7382-Générique 4PCS ...
9825,2583,Articles sport,2583,Articles sport,0.9987470616698723,True,Spa gonfable à bulle PureSpa - 4 Places - Blue navy Relaxez-vous dans votre jardin ou sur votre terr...
9826,1160,Électroménager,1160,Électroménager,0.9999815433237337,True,Carte Pokémon / Heatran 
9827,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9841584653539581,True,Startrc Pour Dji Osmo Pocket Poche Extension Support & Abs Phone Holder Clip B1260-Générique STARTRC...
9828,1320,CD,10,Livres,0.28156938724950004,False,Lässig Green Label Global Bag Ecoya Anthracite Lässig Green Label Global Bag Ecoya Anthracite
9829,1560,Photos,2060,Articles soins,0.4838056638836433,False,Haut-Parleur Bluetooth Lampe De Poche @Dfgjlkni371 Zélote S1 Bluetooth étanche audio tour lampe de p...
9830,1920,Musique amplifiée,1920,Musique amplifiée,0.9895517799486386,True,Happy Halloween Canapé-Lit Accueil Décoration Coussin Festival De Taie D'oreiller Couverture Suan163...
9831,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.7718738199461042,True,L'habitant De L'infini Tomes 4 5 6 & 7 - 1ère Édition 
9832,2522,Équipement bébé,2522,Équipement bébé,0.7199181194542686,True,Herlitz Cahier Octave X.Book Format A6 Quadrillé 70g 60f herlitz Cahier Octave x.book format A6 quad...
9833,2583,Articles sport,2583,Articles sport,0.9999994677743625,True,Piscine gonflable ronde Bestway Steel Pro avec cadre en acier Prenez un maximum de plaisir dans votr...
9834,1280,Accessoires téléphones,1281,Téléphonie fixe,0.8615730159821905,False,Camelot The Build Board Game Camelot - The Build is a game of medieval interior design with all sort...
9835,1320,CD,10,Livres,0.5427128503799737,False,Alvi Mull-Windeln Gerollt Im SäckchenBlau 80x80cm Alvi Mull-Windeln gerollt im Säckchenblau 80x80cm
9836,2060,Articles soins,1281,Téléphonie fixe,0.2987393921036363,False,100 Pièces Mini Plastique Fournitures Favor Pour Bébé Baby Shower Et Ice Cube Game Accessoire Salle ...
9837,2280,Jeux vidéo,2280,Jeux vidéo,0.9469915395166115,True,Le Figaro Magazine 16606  
9838,1180,Décoration,1180,Décoration,0.9503729884233844,True,Dungeons Of Dread - Dungeons & Dragons - Checklist Poster Character 
9839,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.8750767117456202,True,1pc Mini Mignon Squeeze Jouet Drôle Stress Doux Et L'anxiété Relief Jouets Bricolage Décor Bu 1pc Mi...
9840,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.8084514118437471,True,Little Bee 40a 2-6s Lipoly Opto Violent Esc Électrique De Contrôle De Vitesse (Non Bec)_222-Génériqu...
9841,40,DVD & Films,40,DVD & Films,0.9826702543104168,True,Call Of Duty: Modern Warfare 3 (Subtitled Edition) [Best Version][Import Japonais] 
9842,1940,Instrument musique,1940,Instrument musique,0.9998456185413347,True,Le Temps Des Cerises Café Moka D'ethiopie Bio 10 Capsules 50 G LE TEMPS DES CERISES Café Moka d&#39;...
9843,2280,Jeux vidéo,2280,Jeux vidéo,0.4563141981574964,True,Spirou Hebdo  N° 3596 : L'agent 212 - Foies De Volaille! 
9844,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9621867659695119,True,2pc For Dji Phantom 4 Pro Drone Rc Landing Gear With Antenna&compass Parts-Générique 2PC For DJI Pha...
9845,10,Livres,10,Livres,0.8974586157466674,True,The Ultimate Book Of Drawing: Essential Skills Techniques & Inspiration For Artists 
9846,2583,Articles sport,2583,Articles sport,0.9999989388472496,True,Piscine Tub Grise 366x091m et bâche - OOGARDEN Cette Piscine tubulaire ronde de couleur grise est li...
9847,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.9950890753798453,True,"Lot De 37 Magazines Bandes Dessinées ""A Suivre"" "
9848,1560,Photos,1560,Photos,0.7524063608551474,True,Satin De Soie Drap Poche Profonde Drap De Lit Plat Literie 3 Pièces Pillow @Sdongt210 Satin de soie ...
9849,2583,Articles sport,10,Livres,0.21537570394666625,False,INTERMAS GARDENING GRILLAGE FENSANET 12 0M50X5M GA.172505 
9850,2522,Équipement bébé,2522,Équipement bébé,0.9861221644082002,True,Stylo Plume Ancien / Collection Hachette 
9851,2060,Articles soins,2060,Articles soins,0.9832144048540312,True,6pcs Arbre De Noël Boules De Noël Décoration Babioles Party Ornement De Mariage Jolie Lujuik 6pcs Ar...
9852,2403,Livres en langues étrangères,2403,Livres en langues étrangères,0.9831479625527195,True,Lot De 12 Revues National Geographic Version Américaine Année 1997 
9853,2403,Livres en langues étrangères,2280,Jeux vidéo,0.48395661785716626,False,Marklin 140 Ans Locomotive 55520 + Nouveautés Automne 1998 - (S023) 
9854,2522,Équipement bébé,2522,Équipement bébé,0.8277935213978915,True,Lot De 5 Stylos Billes Cristal 
9855,1920,Musique amplifiée,1920,Musique amplifiée,0.9892653893405208,True,Joyeuse Saint-Valentin Jetez Taie D'oreiller Sweet Love Coussin Carré Couverture Joyeuse Saint-Valen...
9856,2522,Équipement bébé,2522,Équipement bébé,0.9996873356914735,True,Etiquettess Multi-Usages Avery Zweckform AVERY Zweckform Étiquettes multi-usages 1996 x 1435 mm  bla...
9857,1920,Musique amplifiée,1920,Musique amplifiée,0.9007509704879072,True,Paire Pompon Voile Double Tunis Menthe 60x120cm Paire Pompon voile double Collection Tunis    Dimens...
9858,2280,Jeux vidéo,2280,Jeux vidéo,0.8699081555812234,True,Parisien (Le) N° 18704 Du 29/10/2004 - Arafat Soigne A Paris  Cyclisme - La Carte Du Tour 2005 - +¿D...
9859,2583,Articles sport,2583,Articles sport,0.9993314296004074,True,Kit piscine acier aspect pierre Gré Santorini ovale 744 x 399 x 132 m + Bâche hiver + Douche Piscine...
9860,2522,Équipement bébé,2060,Articles soins,0.6325250102255564,False,Papier Peint Mural De Luxe Victorien 3d Luxe Rouleaux Caractéristique Tv Décor De Fond La descriptio...
9861,60,Consoles,60,Consoles,0.9999892095120974,True,Écran De Console De Jeu Vidéo Par 2.6 Pouces Mini Paume Console De Jeu Nostalgique Enfants Cadeau Ré...
9862,1140,TV,1140,TV,0.5567284911708572,True,App Tortues Ninja Pack Star Dona 3 Jeton 
9863,2583,Articles sport,2583,Articles sport,0.9983613944103619,True,Bâche de piscine en PE Ronde 300 cm 90 g/m2 | Bleu Notre couverture pour piscine a été conçue pour l...
9864,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.8507372857931961,True,Modèle De Voitureupgrade Metal Servo Swing Arm For Wltoys K969/K979/K989/K999/P929 P99 1:28 Car Yim9...
9865,1920,Musique amplifiée,1920,Musique amplifiée,0.9967412441579677,True,Coussin En Lin De Voiture De Noël Couverture Coussin Sofa Case Lit Home Decor Suan7367 Noël voiture ...
9866,40,DVD & Films,40,DVD & Films,0.9793225053172725,True,Nike + Kinect Training [Import Anglais] [Jeu Xbox 360] <br>Attention !!! Ce produit est un import  s...
9867,1302,Jeux vidéo rétro,10,Livres,0.3682031460865956,False,Giochi Preziosi Cupets - Bubble (La Grenouille) 
9868,1560,Photos,1560,Photos,0.5596451754222479,True,Sobuy® Fbt75-W Tables Basses Gigognes Table Café Ronde Table D'appoint Table Basse Ronde Guéridon  ...
9869,2060,Articles soins,2060,Articles soins,0.88412331562013,True,Led Lampe Solaire Eclairage Solaires Jardin Etanche Lampe D'inondation Extérieure Pont Lumière Magid...
9870,1281,Téléphonie fixe,1281,Téléphonie fixe,0.9226361398719113,True,Jeu De 32 Cartes Publicitaire Sncf Corail Téoz 
9871,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.980801219169307,True,Moakoada®Règle Réglable Mesure Voiture Rc Pour 1/10 1/8 Sur Route Rc Voiture-Générique Règle réglabl...
9872,2583,Articles sport,2583,Articles sport,0.9999935860281361,True,Pompe filtration piscine Hayward Super Pump tri 1 cv 155 m3/h Les principaux atouts de la Pompe filt...
9873,40,DVD & Films,40,DVD & Films,0.6659861490927875,True,Extensible Remplacement Antenne Rétractable Outils Magnétiques Antenne Radio Magideal <p><b>La descr...
9874,2582,Matériel & accessoires,1560,Photos,0.49651387397142954,False,Banc De Jardin Aspect Rustique Bois Massif 148cm Mdj04071 <p>Banc de jardin 2 à 3 places<br />Matéri...
9875,2585,Sports & Loisirs,2280,Jeux vidéo,0.4632362996953623,False,Regards international 2 raccords excentres 21 mm - m15 / 21 - m20 / 27 avec rosace REGARDS INTERNATI...
9876,2583,Articles sport,2583,Articles sport,0.9801995490291716,True,Ensemble d'écumoire de piscine 8 pcs 21x25x305 cm <p>Cette écumoire durable est fabriqué en ABS robu...
9877,1140,TV,1140,TV,0.8632065556295317,True,Star Wars (The Power Of The Force) - Kenner - Tusken Raider 
9878,1140,TV,1140,TV,0.9892206955841011,True,Figurine Pop - Wwe - Eva Marie - Funko Pop <p>- Figurine WWE - Eva Marie Pop<br />- Matière vinyl<br...
9879,2522,Équipement bébé,2522,Équipement bébé,0.8226073785106374,True,1 Marque Page Magnétique - Astérix Et Obélix - Modèle Aléatoire Détails :    1 Marque page Magnétiqu...
9880,2522,Équipement bébé,10,Livres,0.23914944432259388,False,Trodat Inchiostro Per Timbri 7011 Tr7830 <table cellspacing=''1'' cellpadding=''6'' style=''margin-l...
9881,2280,Jeux vidéo,2280,Jeux vidéo,0.9413202510028865,True,Tropiques N° 314 Du 01/10/1949 - Le Problemes Indochinois Par Le Colonel Marchand - Vers Les Mers Tr...
9882,1560,Photos,1560,Photos,0.9658229777937395,True,Cadre De Lit 160 X 200 Cm Cuir Synthétique Blanc <p>Ce lit en cuir synthétique à la construction rob...
9883,2582,Matériel & accessoires,1560,Photos,0.5575924081497091,False,7.3x9m Housse De Protection Bâche Couverture Jardin Pour Meuble Camion Tente Épaisse Emballage inclu...
9884,2583,Articles sport,2583,Articles sport,0.9890563576380998,True,Lampe uvc - BLUE LAGOON LAMPE UV-C SPA 12 W Lampe UVc de rechange pour Modèle SPA UV-C 12 W ou équiv...
9885,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9934553569788903,True,F540 4370kv Étanche Brushless Et 45a Esc Pour 1/10 Rc Car Racing Bateau B3704-Générique F540 4370KV ...
9886,2522,Équipement bébé,2522,Équipement bébé,0.9953334905072442,True,Stabilo Lot De 3 Surligneurs Luminator Rose Vif STABILO surligneur LUMINATOR rose vifpointe biseauté...
9887,2280,Jeux vidéo,2280,Jeux vidéo,0.3956888373434865,True,Medicorama  N° 77 : La Croissance Osseuse 
9888,2582,Matériel & accessoires,2582,Matériel & accessoires,0.9523824487313299,True,Sponge Wheel Brush Wheel Cleaner Car Care Washing Brush Steel Wheel Cleaninghpp6739 Sponge Wheel Bru...
9889,2280,Jeux vidéo,2280,Jeux vidéo,0.9646838917700822,True,Republique Du Centre (La) N° 5635 Du 01/04/1964 - A La Conference Mondiale Du Commerce - Recherche D...
9890,40,DVD & Films,40,DVD & Films,0.3839709950129415,True,Vision Voiture Soleil Protection Étui De Rangement Pochette Pare-Soleil Auto Intérieur Magideal <p><...
9891,2585,Sports & Loisirs,2585,Sports & Loisirs,0.9720153762957222,True,30 Brins 4 mm X 42 cm de fil professionnel rond pour débroussailleuse Fil professionnel pour débrous...
9892,1301,Consoles rétro,1301,Consoles rétro,0.999871044759611,True,Bébé fille Chaussettes bébé Newborns Chaussettes pour cadeaux de princesse d'anniversaire de vacance...
9893,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.920448103676074,True,6000lm T6 6x Led Phare Torche Rechargeable Usb Phare Goverie 6000LM T6 6X LED phare lampe torche USB...
9894,1920,Musique amplifiée,1920,Musique amplifiée,0.9469200355226387,True,Glitter À Deux Faces Paillettes Throw Café Taie D'oreiller Décoration Intérieure Housse De Coussin S...
9895,1160,Électroménager,1160,Électroménager,0.999056911349472,True,Vengeance - A Travers La Porte Des Ténèbres - Wow - Vf - Unco 
9896,1320,CD,1320,CD,0.5807538511441441,True,Magideal Bébé Jouet De Bain Animal <p><b>La description:</b></p><br /><p> Jouets de bain amphibies à...
9897,1302,Jeux vidéo rétro,1302,Jeux vidéo rétro,0.9967625102474321,True,Ref 34 -  Aire De Jeu D' Exterieur Jardin Chateau Gonflable Trampoline Parc Avec Toboggan  Pour Enfa...
9898,2060,Articles soins,1560,Photos,0.5449348066548304,False,Paille Réutilisable En Acier Inoxydable Pailles Courbé Bar Cocktail Cuisine Maison Magideal <p><b>De...
9899,2905,Instruments musique,2905,Instruments musique,0.9998372500295022,True,Sid Meier's Ace Patrol Bundle - Jeu En Téléchargement NOTE : code d&#39;activation à utiliser exclus...
9900,1560,Photos,1560,Photos,0.6146480703879617,True,Zanotta Lit Deux Personnes Talamo Avec Pieds Nickel Satiné Pour Matelas 200 X 200 Cm (31605 - Cat. 3...
9901,40,DVD & Films,40,DVD & Films,0.9972058365278083,True,Mass Effect 3 [Ea Best Hits][Import Japonais] 
9902,1300,Jeux vidéo ancien,1300,Jeux vidéo ancien,0.9913457556813342,True,Maquette D'avion 3800kv 1-2s Brushless Motor For Remote Control Fixed Wing Aircraft Airplane Cxj9031...
9903,2060,Articles soins,2060,Articles soins,0.8470914010385445,True,Lampe Suspension Noir Parina <b>Lampe suspendue noire avec bordure décorative</b><br />En forme de c...
9904,40,DVD & Films,40,DVD & Films,0.3706037557097808,True,Maillot De Bain À L'échelle 1/6 Pour Figurines Féminines 12inch Body Accessoires Magideal <p><b>La d...
9905,2462,Fournitures bureau,40,DVD & Films,0.44403160943737896,False,Paquet De Wackers (Genre De Pogs) Sonic The Hedgehog Neuf 
