,in_test,in_train_original,in_train_balanced,is_ignored
42315,False,True,False,True
42316,False,True,True,False
42317,False,True,True,False
42318,False,True,False,True
42319,False,True,False,True
42320,False,True,True,False
42321,False,True,False,True
42322,False,True,False,True
42323,False,True,False,True
42324,True,False,False,False
42325,False,True,True,False
42326,False,True,True,False
42327,False,True,True,False
42328,True,False,False,False
42329,False,True,True,False
42330,True,False,False,False
42331,True,False,False,False
42332,False,True,False,True
42333,False,True,False,True
42334,False,True,False,True
42335,False,True,True,False
42336,True,False,False,False
42337,False,True,False,True
42338,True,False,False,False
42339,False,True,True,False
42340,False,True,True,False
42341,False,True,True,False
42342,False,True,True,False
42343,False,True,False,True
42344,True,False,False,False
42345,False,True,True,False
42346,False,True,True,False
42347,False,True,True,False
42348,False,True,True,False
42349,False,True,True,False
42350,True,False,False,False
42351,False,True,True,False
42352,False,True,True,False
42353,True,False,False,False
42354,False,True,False,True
42355,False,True,False,True
42356,False,True,True,False
42357,False,True,False,True
42358,False,True,False,True
42359,True,False,False,False
42360,False,True,True,False
42361,False,True,False,True
42362,True,False,False,False
42363,False,True,True,False
42364,True,False,False,False
42365,False,True,True,False
42366,False,True,False,True
42367,True,False,False,False
42368,False,True,True,False
42369,True,False,False,False
42370,False,True,False,True
42371,False,True,False,True
42372,False,True,True,False
42373,True,False,False,False
42374,True,False,False,False
42375,False,True,True,False
42376,False,True,True,False
42377,True,False,False,False
42378,False,True,True,False
42379,True,False,False,False
42380,False,True,True,False
42381,True,False,False,False
42382,False,True,True,False
42383,True,False,False,False
42384,False,True,True,False
42385,True,False,False,False
42386,False,True,True,False
42387,True,False,False,False
42388,False,True,True,False
42389,False,True,False,True
42390,True,False,False,False
42391,False,True,False,True
42392,False,True,False,True
42393,False,True,True,False
42394,False,True,False,True
42395,False,True,True,False
42396,False,True,True,False
42397,False,True,True,False
42398,False,True,True,False
42399,False,True,False,True
42400,False,True,True,False
42401,False,True,False,True
42402,False,True,False,True
42403,False,True,True,False
42404,False,True,True,False
42405,False,True,True,False
42406,False,True,False,True
42407,False,True,False,True
42408,False,True,True,False
42409,True,False,False,False
42410,False,True,True,False
42411,True,False,False,False
42412,False,True,True,False
42413,False,True,False,True
42414,False,True,True,False
42415,False,True,True,False
42416,False,True,False,True
42417,True,False,False,False
42418,False,True,True,False
42419,False,True,True,False
42420,False,True,True,False
42421,False,True,True,False
42422,True,False,False,False
42423,False,True,True,False
42424,False,True,True,False
42425,False,True,False,True
42426,False,True,True,False
42427,False,True,False,True
42428,False,True,False,True
42429,False,True,True,False
42430,False,True,True,False
42431,False,True,False,True
42432,True,False,False,False
42433,True,False,False,False
42434,True,False,False,False
42435,True,False,False,False
42436,False,True,True,False
42437,False,True,True,False
42438,True,False,False,False
42439,True,False,False,False
42440,False,True,False,True
42441,True,False,False,False
42442,False,True,True,False
42443,False,True,True,False
42444,False,True,False,True
42445,False,True,False,True
42446,False,True,False,True
42447,True,False,False,False
42448,True,False,False,False
42449,False,True,False,True
42450,False,True,True,False
42451,False,True,True,False
42452,False,True,True,False
42453,False,True,False,True
42454,True,False,False,False
42455,False,True,False,True
42456,False,True,True,False
42457,False,True,True,False
42458,True,False,False,False
42459,False,True,True,False
42460,False,True,True,False
42461,False,True,True,False
42462,False,True,False,True
42463,False,True,True,False
42464,True,False,False,False
42465,True,False,False,False
42466,False,True,True,False
42467,False,True,False,True
42468,False,True,True,False
42469,False,True,False,True
42470,False,True,True,False
42471,False,True,False,True
42472,True,False,False,False
42473,False,True,True,False
42474,False,True,False,True
42475,False,True,False,True
42476,True,False,False,False
42477,False,True,False,True
42478,True,False,False,False
42479,False,True,True,False
42480,False,True,True,False
42481,False,True,True,False
42482,False,True,True,False
42483,False,True,False,True
42484,True,False,False,False
42485,False,True,True,False
42486,False,True,True,False
42487,True,False,False,False
42488,False,True,False,True
42489,True,False,False,False
42490,False,True,True,False
42491,True,False,False,False
42492,False,True,True,False
42493,False,True,False,True
42494,False,True,True,False
42495,True,False,False,False
42496,False,True,True,False
42497,False,True,False,True
42498,False,True,True,False
42499,False,True,True,False
42500,False,True,True,False
42501,False,True,True,False
42502,False,True,True,False
42503,False,True,True,False
42504,True,False,False,False
42505,False,True,True,False
42506,False,True,True,False
42507,True,False,False,False
42508,False,True,True,False
42509,False,True,True,False
42510,False,True,True,False
42511,True,False,False,False
42512,False,True,False,True
42513,True,False,False,False
42514,False,True,False,True
42515,False,True,True,False
42516,True,False,False,False
42517,False,True,True,False
42518,False,True,True,False
42519,False,True,True,False
42520,True,False,False,False
42521,False,True,False,True
42522,False,True,True,False
42523,True,False,False,False
42524,True,False,False,False
42525,True,False,False,False
42526,False,True,False,True
42527,False,True,True,False
42528,False,True,True,False
42529,False,True,True,False
42530,False,True,False,True
42531,True,False,False,False
42532,False,True,True,False
42533,False,True,True,False
42534,True,False,False,False
42535,False,True,True,False
42536,False,True,True,False
42537,False,True,False,True
42538,False,True,True,False
42539,False,True,True,False
42540,True,False,False,False
42541,False,True,True,False
42542,False,True,True,False
42543,True,False,False,False
42544,False,True,True,False
42545,False,True,False,True
42546,False,True,True,False
42547,False,True,True,False
42548,False,True,True,False
42549,False,True,True,False
42550,False,True,True,False
42551,False,True,False,True
42552,True,False,False,False
42553,True,False,False,False
42554,False,True,False,True
42555,False,True,False,True
42556,False,True,False,True
42557,False,True,True,False
42558,False,True,False,True
42559,False,True,True,False
42560,False,True,True,False
42561,False,True,False,True
42562,False,True,False,True
42563,False,True,False,True
42564,False,True,False,True
42565,False,True,True,False
42566,True,False,False,False
42567,False,True,True,False
42568,False,True,True,False
42569,False,True,True,False
42570,False,True,True,False
42571,False,True,False,True
42572,False,True,True,False
42573,True,False,False,False
42574,False,True,False,True
42575,False,True,False,True
42576,False,True,False,True
42577,False,True,False,True
42578,False,True,True,False
42579,False,True,False,True
42580,True,False,False,False
42581,False,True,True,False
42582,False,True,True,False
42583,False,True,False,True
42584,False,True,True,False
42585,False,True,True,False
42586,True,False,False,False
42587,False,True,True,False
42588,True,False,False,False
42589,False,True,True,False
42590,False,True,True,False
42591,False,True,False,True
42592,False,True,False,True
42593,False,True,False,True
42594,False,True,True,False
42595,False,True,False,True
42596,True,False,False,False
42597,False,True,True,False
42598,False,True,False,True
42599,False,True,False,True
42600,False,True,True,False
42601,False,True,True,False
42602,False,True,True,False
42603,False,True,False,True
42604,False,True,False,True
42605,False,True,True,False
42606,False,True,True,False
42607,False,True,True,False
42608,False,True,True,False
42609,False,True,True,False
42610,False,True,True,False
42611,False,True,True,False
42612,False,True,True,False
42613,False,True,True,False
42614,True,False,False,False
42615,True,False,False,False
42616,False,True,True,False
42617,False,True,True,False
42618,False,True,False,True
42619,False,True,True,False
42620,False,True,True,False
42621,False,True,True,False
42622,False,True,True,False
42623,False,True,False,True
42624,True,False,False,False
42625,False,True,True,False
42626,False,True,True,False
42627,False,True,False,True
42628,False,True,True,False
42629,False,True,False,True
42630,False,True,True,False
42631,False,True,False,True
42632,True,False,False,False
42633,True,False,False,False
42634,False,True,True,False
42635,False,True,False,True
42636,False,True,True,False
42637,True,False,False,False
42638,False,True,True,False
42639,False,True,True,False
42640,True,False,False,False
42641,False,True,True,False
42642,False,True,True,False
42643,False,True,True,False
42644,False,True,False,True
42645,False,True,False,True
42646,True,False,False,False
42647,True,False,False,False
42648,False,True,True,False
42649,True,False,False,False
42650,False,True,True,False
42651,False,True,True,False
42652,False,True,True,False
42653,True,False,False,False
42654,False,True,True,False
42655,False,True,False,True
42656,True,False,False,False
42657,True,False,False,False
42658,False,True,False,True
42659,False,True,False,True
42660,True,False,False,False
42661,True,False,False,False
42662,False,True,True,False
42663,False,True,True,False
42664,False,True,True,False
42665,False,True,True,False
42666,False,True,True,False
42667,True,False,False,False
42668,False,True,False,True
42669,True,False,False,False
42670,False,True,False,True
42671,False,True,False,True
42672,False,True,True,False
42673,False,True,True,False
42674,False,True,True,False
42675,False,True,False,True
42676,False,True,True,False
42677,True,False,False,False
42678,False,True,False,True
42679,True,False,False,False
42680,False,True,False,True
42681,False,True,True,False
42682,False,True,False,True
42683,True,False,False,False
42684,False,True,True,False
42685,False,True,True,False
42686,False,True,True,False
42687,False,True,False,True
42688,False,True,False,True
42689,False,True,False,True
42690,False,True,True,False
42691,False,True,False,True
42692,False,True,True,False
42693,False,True,False,True
42694,False,True,False,True
42695,True,False,False,False
42696,True,False,False,False
42697,True,False,False,False
42698,False,True,False,True
42699,False,True,False,True
42700,False,True,False,True
42701,True,False,False,False
42702,True,False,False,False
42703,False,True,True,False
42704,True,False,False,False
42705,False,True,True,False
42706,True,False,False,False
42707,True,False,False,False
42708,True,False,False,False
42709,False,True,False,True
42710,False,True,True,False
42711,False,True,True,False
42712,False,True,True,False
42713,False,True,True,False
42714,False,True,False,True
42715,False,True,True,False
42716,False,True,True,False
42717,False,True,True,False
42718,True,False,False,False
42719,False,True,False,True
42720,False,True,True,False
42721,False,True,False,True
42722,False,True,True,False
42723,False,True,True,False
42724,True,False,False,False
42725,False,True,True,False
42726,False,True,True,False
42727,False,True,False,True
42728,False,True,True,False
42729,True,False,False,False
42730,False,True,False,True
42731,True,False,False,False
42732,False,True,True,False
42733,False,True,True,False
42734,True,False,False,False
42735,False,True,True,False
42736,False,True,False,True
42737,False,True,True,False
42738,False,True,False,True
42739,True,False,False,False
42740,False,True,True,False
42741,False,True,False,True
42742,True,False,False,False
42743,False,True,False,True
42744,True,False,False,False
42745,False,True,False,True
42746,False,True,True,False
42747,False,True,True,False
42748,True,False,False,False
42749,False,True,True,False
42750,False,True,True,False
42751,False,True,True,False
42752,False,True,True,False
42753,True,False,False,False
42754,False,True,True,False
42755,False,True,True,False
42756,False,True,True,False
42757,False,True,True,False
42758,False,True,False,True
42759,False,True,True,False
42760,False,True,True,False
42761,False,True,False,True
42762,False,True,True,False
42763,False,True,False,True
42764,True,False,False,False
42765,False,True,False,True
42766,True,False,False,False
42767,False,True,True,False
42768,False,True,True,False
42769,False,True,False,True
42770,True,False,False,False
42771,False,True,True,False
42772,False,True,True,False
42773,False,True,True,False
42774,True,False,False,False
42775,False,True,False,True
42776,False,True,True,False
42777,False,True,False,True
42778,False,True,True,False
42779,True,False,False,False
42780,True,False,False,False
42781,True,False,False,False
42782,False,True,False,True
42783,False,True,False,True
42784,False,True,True,False
42785,True,False,False,False
42786,True,False,False,False
42787,True,False,False,False
42788,False,True,False,True
42789,True,False,False,False
42790,False,True,True,False
42791,False,True,True,False
42792,False,True,True,False
42793,False,True,True,False
42794,True,False,False,False
42795,False,True,False,True
42796,False,True,True,False
42797,True,False,False,False
42798,False,True,True,False
42799,False,True,False,True
42800,False,True,True,False
42801,False,True,True,False
42802,False,True,True,False
42803,False,True,True,False
42804,False,True,True,False
42805,True,False,False,False
42806,False,True,False,True
42807,False,True,False,True
42808,False,True,False,True
42809,False,True,True,False
42810,False,True,False,True
42811,False,True,True,False
42812,True,False,False,False
42813,False,True,False,True
42814,True,False,False,False
42815,False,True,True,False
42816,True,False,False,False
42817,False,True,True,False
42818,False,True,True,False
42819,True,False,False,False
42820,False,True,True,False
42821,False,True,True,False
42822,True,False,False,False
42823,False,True,True,False
42824,False,True,True,False
42825,False,True,False,True
42826,False,True,False,True
42827,False,True,True,False
42828,False,True,False,True
42829,False,True,True,False
42830,False,True,False,True
42831,False,True,True,False
42832,False,True,True,False
42833,True,False,False,False
42834,False,True,True,False
42835,False,True,True,False
42836,False,True,True,False
42837,False,True,False,True
42838,True,False,False,False
42839,False,True,True,False
42840,False,True,False,True
42841,False,True,False,True
42842,False,True,True,False
42843,False,True,True,False
42844,False,True,False,True
42845,False,True,True,False
42846,True,False,False,False
42847,True,False,False,False
42848,False,True,False,True
42849,False,True,True,False
42850,True,False,False,False
42851,True,False,False,False
42852,False,True,True,False
42853,False,True,True,False
42854,False,True,True,False
42855,False,True,True,False
42856,False,True,True,False
42857,False,True,True,False
42858,True,False,False,False
42859,True,False,False,False
42860,False,True,True,False
42861,False,True,False,True
42862,False,True,True,False
42863,True,False,False,False
42864,False,True,False,True
42865,False,True,False,True
42866,False,True,False,True
42867,False,True,True,False
42868,True,False,False,False
42869,False,True,False,True
42870,False,True,True,False
42871,False,True,True,False
42872,False,True,True,False
42873,False,True,False,True
42874,False,True,True,False
42875,False,True,False,True
42876,False,True,True,False
42877,False,True,True,False
42878,False,True,True,False
42879,False,True,False,True
42880,False,True,True,False
42881,False,True,False,True
42882,False,True,True,False
42883,False,True,True,False
42884,False,True,True,False
42885,False,True,True,False
42886,True,False,False,False
42887,False,True,False,True
42888,False,True,True,False
42889,True,False,False,False
42890,True,False,False,False
42891,False,True,True,False
42892,True,False,False,False
42893,False,True,True,False
42894,False,True,True,False
42895,False,True,True,False
42896,False,True,True,False
42897,False,True,False,True
42898,False,True,False,True
42899,False,True,False,True
42900,False,True,True,False
42901,False,True,True,False
42902,False,True,True,False
42903,False,True,True,False
42904,False,True,False,True
42905,False,True,False,True
42906,False,True,True,False
42907,False,True,True,False
42908,False,True,False,True
42909,False,True,True,False
42910,False,True,True,False
42911,False,True,False,True
42912,True,False,False,False
42913,True,False,False,False
42914,False,True,False,True
42915,False,True,False,True
42916,False,True,False,True
42917,False,True,True,False
42918,False,True,False,True
42919,False,True,True,False
42920,False,True,True,False
42921,False,True,True,False
42922,False,True,False,True
42923,False,True,True,False
42924,True,False,False,False
42925,False,True,True,False
42926,True,False,False,False
42927,False,True,True,False
42928,False,True,False,True
42929,True,False,False,False
42930,False,True,True,False
42931,False,True,False,True
42932,False,True,False,True
42933,False,True,True,False
42934,False,True,True,False
42935,False,True,False,True
42936,False,True,True,False
42937,False,True,False,True
42938,False,True,False,True
42939,False,True,False,True
42940,False,True,True,False
42941,True,False,False,False
42942,True,False,False,False
42943,False,True,True,False
42944,False,True,True,False
42945,False,True,True,False
42946,False,True,True,False
42947,False,True,True,False
42948,False,True,False,True
42949,False,True,True,False
42950,True,False,False,False
42951,False,True,True,False
42952,False,True,True,False
42953,True,False,False,False
42954,False,True,False,True
42955,False,True,True,False
42956,False,True,True,False
42957,False,True,False,True
42958,True,False,False,False
42959,True,False,False,False
42960,False,True,True,False
42961,False,True,True,False
42962,True,False,False,False
42963,False,True,False,True
42964,False,True,True,False
42965,False,True,False,True
42966,False,True,True,False
42967,True,False,False,False
42968,True,False,False,False
42969,True,False,False,False
42970,False,True,True,False
42971,False,True,True,False
42972,False,True,False,True
42973,False,True,True,False
42974,True,False,False,False
42975,False,True,False,True
42976,False,True,True,False
42977,True,False,False,False
42978,False,True,True,False
42979,True,False,False,False
42980,False,True,False,True
42981,False,True,True,False
42982,False,True,True,False
42983,False,True,True,False
42984,True,False,False,False
42985,False,True,False,True
42986,False,True,False,True
42987,False,True,True,False
42988,True,False,False,False
42989,True,False,False,False
42990,False,True,False,True
42991,False,True,True,False
42992,False,True,True,False
42993,False,True,True,False
42994,False,True,True,False
42995,True,False,False,False
42996,False,True,False,True
42997,False,True,True,False
42998,False,True,False,True
42999,False,True,False,True
43000,False,True,True,False
43001,False,True,False,True
43002,False,True,True,False
43003,False,True,True,False
43004,False,True,True,False
43005,False,True,True,False
43006,True,False,False,False
43007,False,True,True,False
43008,True,False,False,False
43009,False,True,True,False
43010,True,False,False,False
43011,False,True,True,False
43012,False,True,True,False
43013,False,True,False,True
43014,False,True,False,True
43015,False,True,True,False
43016,False,True,True,False
43017,False,True,True,False
43018,False,True,True,False
43019,False,True,False,True
43020,False,True,True,False
43021,False,True,True,False
43022,True,False,False,False
43023,False,True,False,True
43024,False,True,True,False
43025,False,True,True,False
43026,False,True,True,False
43027,True,False,False,False
43028,False,True,True,False
43029,True,False,False,False
43030,True,False,False,False
43031,False,True,False,True
43032,False,True,True,False
43033,False,True,True,False
43034,True,False,False,False
43035,False,True,True,False
43036,False,True,True,False
43037,False,True,False,True
43038,False,True,True,False
43039,True,False,False,False
43040,False,True,True,False
43041,False,True,True,False
43042,True,False,False,False
43043,False,True,True,False
43044,False,True,True,False
43045,False,True,True,False
43046,False,True,False,True
43047,True,False,False,False
43048,False,True,True,False
43049,False,True,True,False
43050,True,False,False,False
43051,False,True,True,False
43052,True,False,False,False
43053,False,True,True,False
43054,False,True,True,False
43055,False,True,True,False
43056,False,True,True,False
43057,False,True,True,False
43058,True,False,False,False
43059,True,False,False,False
43060,False,True,False,True
43061,False,True,False,True
43062,False,True,True,False
43063,False,True,True,False
43064,False,True,True,False
43065,False,True,False,True
43066,False,True,True,False
43067,False,True,True,False
43068,False,True,False,True
43069,False,True,True,False
43070,False,True,False,True
43071,True,False,False,False
43072,False,True,True,False
43073,False,True,False,True
43074,False,True,False,True
43075,False,True,False,True
43076,False,True,True,False
43077,False,True,False,True
43078,False,True,True,False
43079,False,True,False,True
43080,False,True,True,False
43081,True,False,False,False
43082,False,True,False,True
43083,False,True,False,True
43084,False,True,True,False
43085,False,True,True,False
43086,False,True,True,False
43087,False,True,False,True
43088,True,False,False,False
43089,False,True,False,True
43090,False,True,True,False
43091,False,True,True,False
43092,True,False,False,False
43093,False,True,True,False
43094,True,False,False,False
43095,False,True,False,True
43096,False,True,True,False
43097,False,True,False,True
43098,False,True,True,False
43099,True,False,False,False
43100,False,True,True,False
43101,False,True,True,False
43102,True,False,False,False
43103,False,True,True,False
43104,False,True,True,False
43105,False,True,True,False
43106,False,True,False,True
43107,False,True,True,False
43108,False,True,True,False
43109,True,False,False,False
43110,False,True,True,False
43111,False,True,True,False
43112,False,True,False,True
43113,False,True,False,True
43114,False,True,False,True
43115,False,True,False,True
43116,False,True,True,False
43117,False,True,True,False
43118,False,True,False,True
43119,False,True,True,False
43120,True,False,False,False
43121,False,True,False,True
43122,True,False,False,False
43123,False,True,False,True
43124,False,True,True,False
43125,False,True,False,True
43126,False,True,True,False
43127,False,True,False,True
43128,False,True,True,False
43129,False,True,True,False
43130,False,True,True,False
43131,True,False,False,False
43132,False,True,True,False
43133,False,True,False,True
43134,False,True,False,True
43135,False,True,True,False
43136,False,True,False,True
43137,False,True,True,False
43138,False,True,True,False
43139,False,True,True,False
43140,False,True,False,True
43141,False,True,True,False
43142,False,True,True,False
43143,False,True,True,False
43144,False,True,True,False
43145,False,True,True,False
43146,False,True,False,True
43147,False,True,True,False
43148,False,True,False,True
43149,True,False,False,False
43150,True,False,False,False
43151,False,True,False,True
43152,False,True,True,False
43153,False,True,False,True
43154,True,False,False,False
43155,False,True,True,False
43156,False,True,True,False
43157,False,True,True,False
43158,False,True,True,False
43159,True,False,False,False
43160,False,True,True,False
43161,False,True,True,False
43162,False,True,True,False
43163,False,True,True,False
43164,True,False,False,False
43165,False,True,True,False
43166,True,False,False,False
43167,False,True,True,False
43168,False,True,True,False
43169,False,True,False,True
43170,False,True,False,True
43171,False,True,False,True
43172,False,True,False,True
43173,False,True,True,False
43174,False,True,False,True
43175,False,True,True,False
43176,False,True,True,False
43177,False,True,True,False
43178,True,False,False,False
43179,False,True,False,True
43180,True,False,False,False
43181,True,False,False,False
43182,False,True,False,True
43183,True,False,False,False
43184,True,False,False,False
43185,False,True,False,True
43186,False,True,True,False
43187,False,True,False,True
43188,False,True,True,False
43189,False,True,True,False
43190,False,True,True,False
43191,True,False,False,False
43192,False,True,True,False
43193,False,True,True,False
43194,False,True,False,True
43195,False,True,True,False
43196,False,True,False,True
43197,False,True,True,False
43198,False,True,False,True
43199,True,False,False,False
43200,False,True,True,False
43201,False,True,True,False
43202,True,False,False,False
43203,False,True,True,False
43204,False,True,True,False
43205,False,True,True,False
43206,True,False,False,False
43207,False,True,False,True
43208,False,True,True,False
43209,False,True,False,True
43210,False,True,False,True
43211,False,True,True,False
43212,False,True,False,True
43213,False,True,False,True
43214,True,False,False,False
43215,False,True,False,True
43216,False,True,True,False
43217,False,True,False,True
43218,False,True,False,True
43219,False,True,True,False
43220,True,False,False,False
43221,False,True,True,False
43222,True,False,False,False
43223,False,True,True,False
43224,False,True,True,False
43225,False,True,True,False
43226,False,True,True,False
43227,True,False,False,False
43228,False,True,True,False
43229,False,True,True,False
43230,True,False,False,False
43231,False,True,True,False
43232,True,False,False,False
43233,False,True,False,True
43234,False,True,True,False
43235,False,True,False,True
43236,False,True,True,False
43237,False,True,True,False
43238,True,False,False,False
43239,False,True,True,False
43240,False,True,True,False
43241,False,True,True,False
43242,False,True,True,False
43243,False,True,True,False
43244,False,True,True,False
43245,True,False,False,False
43246,False,True,True,False
43247,True,False,False,False
43248,False,True,True,False
43249,False,True,False,True
43250,False,True,True,False
43251,True,False,False,False
43252,False,True,True,False
43253,False,True,False,True
43254,False,True,False,True
43255,False,True,True,False
43256,False,True,False,True
43257,True,False,False,False
43258,False,True,False,True
43259,False,True,True,False
43260,False,True,True,False
43261,False,True,True,False
43262,False,True,True,False
43263,False,True,True,False
43264,False,True,False,True
43265,True,False,False,False
43266,False,True,True,False
43267,False,True,True,False
43268,False,True,False,True
43269,False,True,True,False
43270,False,True,True,False
43271,False,True,True,False
43272,False,True,False,True
43273,False,True,True,False
43274,False,True,True,False
43275,False,True,True,False
43276,False,True,True,False
43277,False,True,False,True
43278,False,True,True,False
43279,False,True,True,False
43280,True,False,False,False
43281,False,True,False,True
43282,False,True,False,True
43283,False,True,False,True
43284,False,True,True,False
43285,False,True,True,False
43286,False,True,False,True
43287,False,True,True,False
43288,False,True,True,False
43289,False,True,True,False
43290,False,True,False,True
43291,False,True,True,False
43292,False,True,False,True
43293,False,True,True,False
43294,True,False,False,False
43295,False,True,False,True
43296,True,False,False,False
43297,True,False,False,False
43298,False,True,True,False
43299,False,True,False,True
43300,False,True,True,False
43301,False,True,True,False
43302,True,False,False,False
43303,True,False,False,False
43304,False,True,True,False
43305,False,True,True,False
43306,False,True,True,False
43307,False,True,True,False
43308,False,True,True,False
43309,True,False,False,False
43310,True,False,False,False
43311,True,False,False,False
43312,False,True,False,True
43313,False,True,True,False
43314,False,True,True,False
43315,False,True,True,False
43316,False,True,True,False
43317,False,True,True,False
43318,False,True,True,False
43319,False,True,True,False
43320,False,True,False,True
43321,True,False,False,False
43322,False,True,False,True
43323,False,True,True,False
43324,False,True,True,False
43325,True,False,False,False
43326,True,False,False,False
43327,False,True,True,False
43328,True,False,False,False
43329,True,False,False,False
43330,False,True,True,False
43331,True,False,False,False
43332,True,False,False,False
43333,False,True,True,False
43334,True,False,False,False
43335,False,True,True,False
43336,False,True,True,False
43337,False,True,True,False
43338,False,True,True,False
43339,False,True,False,True
43340,False,True,True,False
43341,False,True,False,True
43342,False,True,False,True
43343,False,True,True,False
43344,False,True,False,True
43345,True,False,False,False
43346,False,True,False,True
43347,False,True,False,True
43348,False,True,True,False
43349,False,True,True,False
43350,False,True,False,True
43351,False,True,True,False
43352,False,True,True,False
43353,False,True,False,True
43354,False,True,True,False
43355,False,True,True,False
43356,True,False,False,False
43357,False,True,False,True
43358,False,True,False,True
43359,True,False,False,False
43360,True,False,False,False
43361,False,True,False,True
43362,False,True,True,False
43363,False,True,False,True
43364,False,True,False,True
43365,False,True,True,False
43366,False,True,False,True
43367,False,True,True,False
43368,False,True,False,True
43369,True,False,False,False
43370,False,True,True,False
43371,False,True,False,True
43372,False,True,True,False
43373,False,True,True,False
43374,False,True,True,False
43375,False,True,True,False
43376,True,False,False,False
43377,True,False,False,False
43378,False,True,True,False
43379,False,True,False,True
43380,False,True,True,False
43381,False,True,True,False
43382,True,False,False,False
43383,False,True,False,True
43384,False,True,True,False
43385,False,True,False,True
43386,False,True,False,True
43387,False,True,True,False
43388,False,True,True,False
43389,False,True,True,False
43390,False,True,True,False
43391,False,True,True,False
43392,False,True,True,False
43393,True,False,False,False
43394,False,True,False,True
43395,False,True,True,False
43396,False,True,True,False
43397,False,True,True,False
43398,False,True,True,False
43399,False,True,True,False
43400,False,True,True,False
43401,False,True,True,False
43402,False,True,True,False
43403,False,True,True,False
43404,False,True,True,False
43405,False,True,True,False
43406,True,False,False,False
43407,False,True,False,True
43408,False,True,False,True
43409,False,True,True,False
43410,False,True,True,False
43411,False,True,True,False
43412,False,True,True,False
43413,True,False,False,False
43414,True,False,False,False
43415,False,True,True,False
43416,False,True,False,True
43417,False,True,False,True
43418,False,True,False,True
43419,False,True,True,False
43420,True,False,False,False
43421,False,True,True,False
43422,False,True,True,False
43423,False,True,True,False
43424,False,True,True,False
43425,False,True,True,False
43426,True,False,False,False
43427,False,True,False,True
43428,False,True,False,True
43429,False,True,True,False
43430,False,True,True,False
43431,False,True,True,False
43432,False,True,True,False
43433,False,True,False,True
43434,False,True,True,False
43435,False,True,False,True
43436,False,True,False,True
43437,False,True,True,False
43438,False,True,True,False
43439,False,True,True,False
43440,False,True,False,True
43441,False,True,True,False
43442,False,True,True,False
43443,False,True,True,False
43444,False,True,False,True
43445,False,True,True,False
43446,True,False,False,False
43447,False,True,True,False
43448,False,True,False,True
43449,False,True,True,False
43450,False,True,True,False
43451,False,True,True,False
43452,False,True,False,True
43453,False,True,False,True
43454,False,True,True,False
43455,False,True,True,False
43456,False,True,True,False
43457,False,True,False,True
43458,False,True,True,False
43459,True,False,False,False
43460,False,True,False,True
43461,False,True,False,True
43462,True,False,False,False
43463,False,True,False,True
43464,False,True,True,False
43465,False,True,True,False
43466,False,True,True,False
43467,False,True,True,False
43468,False,True,True,False
43469,False,True,False,True
43470,True,False,False,False
43471,False,True,True,False
43472,True,False,False,False
43473,False,True,False,True
43474,False,True,False,True
43475,False,True,True,False
43476,True,False,False,False
43477,False,True,True,False
43478,False,True,False,True
43479,False,True,False,True
43480,True,False,False,False
43481,False,True,True,False
43482,True,False,False,False
43483,False,True,False,True
43484,False,True,True,False
43485,False,True,True,False
43486,False,True,False,True
43487,False,True,True,False
43488,False,True,True,False
43489,True,False,False,False
43490,False,True,False,True
43491,False,True,True,False
43492,False,True,True,False
43493,False,True,True,False
43494,False,True,True,False
43495,False,True,True,False
43496,False,True,True,False
43497,True,False,False,False
43498,False,True,True,False
43499,False,True,True,False
43500,False,True,False,True
43501,True,False,False,False
43502,True,False,False,False
43503,False,True,True,False
43504,False,True,False,True
43505,False,True,True,False
43506,False,True,False,True
43507,True,False,False,False
43508,False,True,False,True
43509,False,True,True,False
43510,False,True,False,True
43511,False,True,True,False
43512,False,True,True,False
43513,False,True,True,False
43514,True,False,False,False
43515,False,True,True,False
43516,False,True,False,True
43517,False,True,False,True
43518,False,True,False,True
43519,False,True,False,True
43520,False,True,True,False
43521,False,True,True,False
43522,False,True,True,False
43523,False,True,True,False
43524,False,True,False,True
43525,False,True,True,False
43526,False,True,True,False
43527,False,True,True,False
43528,False,True,False,True
43529,False,True,False,True
43530,False,True,True,False
43531,True,False,False,False
43532,True,False,False,False
43533,False,True,True,False
43534,True,False,False,False
43535,False,True,False,True
43536,False,True,True,False
43537,False,True,True,False
43538,False,True,False,True
43539,False,True,False,True
43540,False,True,True,False
43541,False,True,False,True
43542,False,True,False,True
43543,True,False,False,False
43544,False,True,False,True
43545,False,True,True,False
43546,False,True,True,False
43547,True,False,False,False
43548,False,True,True,False
43549,False,True,False,True
43550,False,True,False,True
43551,False,True,False,True
43552,False,True,False,True
43553,False,True,False,True
43554,True,False,False,False
43555,False,True,True,False
43556,True,False,False,False
43557,False,True,False,True
43558,False,True,False,True
43559,False,True,False,True
43560,False,True,True,False
43561,True,False,False,False
43562,False,True,True,False
43563,False,True,True,False
43564,False,True,True,False
43565,True,False,False,False
43566,True,False,False,False
43567,False,True,True,False
43568,False,True,True,False
43569,False,True,True,False
43570,False,True,False,True
43571,False,True,True,False
43572,False,True,False,True
43573,False,True,True,False
43574,True,False,False,False
43575,False,True,True,False
43576,True,False,False,False
43577,False,True,True,False
43578,True,False,False,False
43579,False,True,False,True
43580,False,True,True,False
43581,False,True,False,True
43582,False,True,True,False
43583,False,True,True,False
43584,True,False,False,False
